產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"觀光餐旅","3252","海灣","3146","7","449","420","6.90%","444","420","5.71%","-0.31","636","1.19","Y","N","N","本公司屬觀光餐飲業，主要係因飯店、餐飲人力招募不易，且新進員工居多，故導致非經理人之全時員工薪資平均數未達50萬元。","本公司於營運績效穩定成長之際，亦應更重視員工權益、增進基層員工薪資待遇、促進勞資雙贏，俾落實公司治理及企業社會責任。",
"半導體業","3259","鑫創","105704","91","1162","1200","-3.17%","1091","1163","-6.19%","-3.18","1307","5.21","N","N","Y","本公司113年度與112年度EPS分別為(3.18)及(4.34)，係因本公司仍在虧損故實施撙節計劃，112年9月發放之離職金3,932千元造成112年度非經理人全時員工薪資平均數較高，排除前項差異後113年度及112年度平均薪資相同","本公司每年有做市場薪酬調查，依據市場薪資水準，經濟趨勢及個人績效調薪，以維持整體薪酬競爭力，加上本公司章程訂定年度如有獲利提撥百分之一到百分之十為員工酬勞，前述員工酬勞之百分之五應為基層員工酬勞",
"半導體業","3260","威剛","1195846","636","1880","1309","43.62%","1195","1086","10.04%","9.25","1307","5.21","N","N","N","","",
"半導體業","3264","欣銓","1579094","1604","984","1064","-7.52%","781","862","-9.40%","4.44","1307","5.21","N","N","N","","",
"半導體業","3265","台星科","327502","367","892","862","3.48%","687","675","1.78%","6.23","1307","5.21","N","Y","N","半導體業包含IC設計、晶圓製造及封裝測試，企業類型與員工組織結構不同;而台星科為測試公司，且直接人力逾四成，因此造成平均薪資的差異性。","公司每年依獲利情形配發獎金與調薪，持續優化薪酬福利。",
"半導體業","3268","海德威","23658","35","676","644","4.97%","660","621","6.28%","0.26","1307","5.21","N","N","N","","",
"電腦及週邊設備業","3272","東碩","227930","316","721","683","5.56%","631","595","6.05%","-3.15","909","4.39","N","N","N","","",
"電子零組件業","3276","宇環","2294","3","765","969","-21.05%","777","1082","-28.19%","-0.14","747","2.21","N","N","N","","",
"其他","3284","太普高","49698","75","663","568","16.73%","629","546","15.20%","2.55","695","2.24","N","Y","N","本公司113年EPS 2.55元，主係營業外收入-採用權益法認列之關聯企業及合資損益之份額增加所致。113年個體營收較去年成長約30%，非擔任主管職務員工平均薪資較上年度增加16.73%，經營績效與員工薪酬呈正相關。","113年因營業外收入增加致使獲利增加，公司亦增加員工酬勞，公司秉持共創價值、利潤分享之理念，將持續提升員工薪資福利，並依各別員工表現予以調高薪資，以提振員工士氣。",
"其他電子業","3285","微端","32718","46","711","673","5.65%","656","591","11.00%","1.18","958","4.44","N","N","N","","",
"電腦及週邊設備業","3287","廣寰科","4483","6","747","662","12.84%","648","589","10.02%","2.35","909","4.39","N","N","N","","",
"電子零組件業","3288","點晶","13714","13","1055","855","23.39%","502","484","3.72%","-0.35","747","2.21","N","N","N","","",
"其他電子業","3289","宜特","1194233","1102","1084","1048","3.44%","944","915","3.17%","6.50","958","4.44","N","N","N","","",
"電子零組件業","3290","東浦","50833","78","652","630","3.49%","552","519","6.36%","2.02","747","2.21","N","N","N","","",
"文化創意業","3293","鈊象","3970774","1115","3561","2805","26.95%","2585","2176","18.80%","32.14","1357","7.81","N","N","N","","",
"電子零組件業","3294","英濟","286710","360","796","810","-1.73%","645","669","-3.59%","0.58","747","2.21","N","N","Y","因應113年度產能擴增，公司於上半年大規模招募基層員工，以支援生產線運作、確保交期穩定。因此非經理全時人員新進低薪員工比例上升，致使整體平均薪資下降。此為人力結構變動所致，並非既有員工待遇下調。","此為人力結構變動所致，並非既有員工待遇下調。未來將持續參考市場薪資調查，檢視並優化薪資結構，以提升整體薪酬競爭力。",
"光電業","3297","杭特","83735","135","620","585","5.98%","523","483","8.28%","-0.13","856","2.40","N","N","N","","",
"其他電子業","3303","岱稜","357411","423","845","735","14.97%","782","665","17.59%","3.90","958","4.44","N","N","N","","",
"通信網路業","3306","鼎天","135637","109","1244","1178","5.60%","953","1013","-5.92%","2.93","840","2.51","N","N","N","","",
"電子零組件業","3310","佳穎","57489","86","668","643","3.89%","601","556","8.09%","2.50","747","2.21","N","Y","N","本公司113年度平均每股盈餘主要貢獻係來自認列子公司及關聯企業損益之份額，與同業屬性較不一致。","加強成本管控與推動營收提升，增加獲利用以提高員工平均薪資。",
"其他","3313","斐成","842","2","421","617","-31.77%","497","810","-38.64%","1.03","695","2.24","Y","N","Y","本公司113年度整體經營績效較前一年度成長，惟非主管職員工平均薪資呈現下滑，主要係因本年度有兩位原屬主管職之員工離職，其薪資水準相對較高，致年度平均薪資產生統計性下修","本公司薪酬政策維持穩定，並持續透過年終獎金及其他激勵機制反映公司經營成果與員工貢獻。",
"半導體業","3317","尼克森","141497","119","1189","1171","1.54%","982","971","1.13%","2.49","1307","5.21","N","N","N","","",
"電子零組件業","3322","建舜電","57127","62","921","964","-4.46%","761","755","0.79%","-0.87","747","2.21","N","N","N","","",
"電腦及週邊設備業","3323","加百裕","232994","291","801","759","5.53%","650","624","4.17%","-1.11","909","4.39","N","N","N","","",
"其他電子業","3324","雙鴻","270037","200","1350","1153","17.09%","1128","1053","7.12%","21.23","958","4.44","N","N","N","","",
"電腦及週邊設備業","3325","旭品","14864","27","551","547","0.73%","496","507","-2.17%","-0.89","909","4.39","N","N","N","","",
"電子零組件業","3332","幸康","197155","273","722","761","-5.12%","642","641","0.16%","2.18","747","2.21","N","N","N","","",
"光電業","3339","泰谷","90104","151","597","557","7.18%","508","467","8.78%","0.25","856","2.40","N","N","N","","",
"電腦及週邊設備業","3349","寶德","32356","39","830","856","-3.04%","829","822","0.85%","-1.05","909","4.39","N","N","Y","本年度 EPS 較前一年度改善，惟年終與績效獎金發放仍偏保守。非主管職平均薪資由 856 千元降至 830 千元，主因高薪資深員工離職、新進人員增加，且獎金發放基數微幅調降，致平均薪資下降，惟人力配置穩定。","公司持續優化營運管理，強化成本控管與人力資源配置，兼顧激勵效果與財務平衡，進一步優化人才結構與薪資配置，以提升營運效益及留才穩定性。",
"電子零組件業","3354","律勝","40539","63","643","654","-1.68%","550","530","3.77%","-0.34","747","2.21","N","N","Y","113年景氣回升，除了既有產品（軟板基材/保膠/純膠）銷售外，新產品於113年起已陸續有小量訂單，故業績增加；但因公司已持續幾年虧損，故在獎金上採保守情形，減少發放，致薪資平均數減少。","配合公司財務逐漸步改善情況，規劃未來年度對員工獎金做合理調升，提升薪資競爭力。",
"電子零組件業","3357","臺慶科","367177","463","793","680","16.62%","683","580","17.76%","7.33","747","2.21","N","N","N","","",
"電子通路業","3360","尚立","52783","64","825","804","2.61%","771","761","1.31%","-0.48","812","1.36","N","N","N","","",
"光電業","3362","先進光","442749","754","587","576","1.91%","537","519","3.47%","2.67","856","2.40","N","Y","N","本公司在台灣包含全製程(射出、鍍膜及組裝)製造人數約占總人數80%，其他光學同業如新鉅科、玉晶光等公司其在台灣主要係以研發為主，低技術製程全都在海外廠，致本公司平均薪資低於其他光學同業。","1.公司已擬定逐年調升基層與技術職人員固定薪資之政策，並已納入年度預算。
2.公司將每年檢視內外部薪資水準，並以台灣同業及區域性製造業為基準進行比對，以持續檢討人員薪酬結構之合理性與競爭性。",
"通信網路業","3363","上詮","141536","179","791","649","21.88%","654","544","20.22%","-0.48","840","2.51","N","N","N","","",
"半導體業","3372","典範","236022","368","641","636","0.79%","581","585","-0.68%","-1.06","1307","5.21","N","N","N","","",
"其他電子業","3373","熱映","33012","53","623","725","-14.07%","570","652","-12.58%","-0.66","958","4.44","N","N","Y","除員工薪資外，公司依營運狀況提撥年終獎金及其他獎金，並依員工績效考核成績(如：工作表現、專案貢獻)為發放之參考依據。","本公司戮力提升企業營收及獲利，配合企業獲利及未來營運發展，相對積極提高員工薪資及酬勞，並增加員工各項福利措施。",
"半導體業","3374","精材","1451136","1344","1080","923","17.01%","809","694","16.57%","6.15","1307","5.21","N","Y","N","半導體業含晶片設計、製造及後段封測，員工結構差異大，致平均薪資不盡具可比較性。精材為封測公司，直接人力約佔五成，致平均薪資相對較低。","本公司113年度獲利年增21%，且平均員工薪資亦年增17%，故員工薪酬與公司經營績效之關聯實屬合理。
本公司員工薪酬參考封測同業水準，每年調薪，獲利與員工共享，並持續優化薪酬福利。",
"電機機械","3379","彬台","46675","58","805","784","2.68%","725","714","1.54%","1.09","725","2.47","N","N","N","","",
"電子零組件業","3388","崇越電","129335","95","1361","1204","13.04%","1326","1195","10.96%","4.09","747","2.21","N","N","N","","",
"電子零組件業","3390","旭軟","172656","299","577","542","6.46%","512","477","7.34%","1.41","747","2.21","N","N","N","","",
"其他電子業","3402","漢科","371993","427","871","832","4.69%","721","675","6.81%","6.78","958","4.44","N","Y","N","因公司海內外業務量增加，營運人力需求擴充，補進新人任職期間較短、資歷較淺、薪資較低，致平均薪資低於同業水準。","提高新進人員起薪，另外於章程上已訂員工酬勞數額中應提撥不低於20%分派予基層員工。",
"電機機械","3426","台興","36030","55","655","656","-0.15%","559","571","-2.10%","3.44","725","2.47","N","Y","Y","113年員工55人，其中本外籍作業員占 45 %，其薪資水準接近基本工資，故整體薪資較同業為低。","建議依市場行情及經營成果擬定調薪範圍區間結果比例化。",
"化學工業","3430","奇鈦科","104947","133","789","729","8.23%","700","664","5.42%","4.79","759","1.61","N","N","N","","",
"光電業","3434","哲固","77598","102","761","642","18.54%","623","543","14.73%","1.67","856","2.40","N","N","N","","",
"半導體業","3438","類比科","200433","117","1713","1471","16.45%","1547","1320","17.20%","1.51","1307","5.21","N","N","N","","",
"光電業","3441","聯一光電","9979","17","587","589","-0.34%","583","580","0.52%","1.40","856","2.40","N","N","Y","113年非經理人之員工薪資平均數較前一年減少，因113年11月有一員工退休。申報112和113年之非經理人人數雖相同但113年底實際人數已減少，相對固定薪資和年終獎金也減少，因而影響整體薪資總額減少。","公司之員工已達退休年齡並於113年提出退休申請，本公司依職工退休辦法辦理員工退休事宜。關於員工薪資，公司考量員工工作表現、品德等，得以反映於員工薪酬上。",
"電子通路業","3444","利機","69747","60","1162","973","19.42%","870","882","-1.36%","2.39","812","1.36","N","N","N","","",
"光電業","3455","由田","320025","290","1104","1091","1.19%","976","937","4.16%","5.29","856","2.40","N","N","N","","",
"其他電子業","3465","進泰電子","13055","17","768","744","3.23%","539","534","0.94%","0.78","958","4.44","N","N","N","","",
"通信網路業","3466","德晉","26357","36","732","754","-2.92%","700","695","0.72%","-2.56","840","2.51","N","N","Y","本公司EPS較前一年度虧損縮小,惟員工平均薪資因資深員工離職並由新進人員遞補而略降,整體薪酬政策依市場水準與績效調整,具合理性","公司將持續優化薪酬結構,強化績效連結與人才激勵，隨營運改善逐步提升薪酬水準，以兼顧經營績效與員工權益",
"半導體業","3467","台灣精材","103961","166","626","0","0.00%","579","0","0.00%","1.02","1307","5.21","N","N","N","","",
"電腦及週邊設備業","3479","安勤","337537","304","1110","1181","-6.01%","979","1026","-4.58%","6.85","909","4.39","N","N","N","","",
"電腦及週邊設備業","3483","力致","197910","192","1031","923","11.70%","885","844","4.86%","8.27","909","4.39","N","N","N","","",
"電子零組件業","3484","崧騰","197666","189","1046","861","21.49%","929","763","21.76%","4.17","747","2.21","N","N","N","","",
"建材營造","3489","森寶","22193","22","1009","890","13.37%","913","797","14.55%","-0.89","1007","3.22","N","N","N","","",
"光電業","3490","單井","76956","95","810","802","1.00%","740","719","2.92%","1.66","856","2.40","N","N","N","","",
"通信網路業","3491","昇達科","235801","265","890","667","33.43%","720","580","24.14%","8.59","840","2.51","N","N","N","","",
"電子零組件業","3492","長盛","37396","40","935","883","5.89%","900","854","5.39%","1.62","747","2.21","N","N","N","","",
"其他電子業","3498","陽程","254466","317","803","866","-7.27%","708","744","-4.84%","-2.50","958","4.44","N","N","N","","",
"通信網路業","3499","環天科","71505","127","563","549","2.55%","470","483","-2.69%","0.02","840","2.51","N","N","N","","",
"其他電子業","3508","位速","51146","66","775","760","1.97%","640","625","2.40%","-1.65","958","4.44","N","N","N","","",
"電子零組件業","3511","矽瑪","55046","55","1001","1167","-14.22%","859","898","-4.34%","-1.26","747","2.21","N","N","N","","",
"建材營造","3512","皇龍","21752","27","806","1157","-30.34%","790","1066","-25.89%","0.58","1007","3.22","N","N","N","","",
"光電業","3516","亞帝歐","35724","68","525","497","5.63%","445","429","3.73%","0.36","856","2.40","N","N","N","","",
"電子零組件業","3520","華盈","14364","19","756","774","-2.33%","667","687","-2.91%","0.29","747","2.21","N","N","Y","章程規定年度如有獲利，應提撥不低於2.5%為員工酬勞，業務人員依《業務部績效獎勵管理辦法》實施獎金制度，與公司整體盈餘掛勾。今年度有6人離職、13人新進，新進員工多為初階職務，起薪水準較低，致平均值下降。","114年4月13日董事會通過修訂公司章程，明定酬勞分配之40%應分配予基層員工，確保公司獲利與非主管薪資改善直接連動。",
"建材營造","3521","鴻翊","32896","49","671","677","-0.89%","595","606","-1.82%","-1.05","1007","3.22","N","N","Y","113年度及112年度為累計虧損，皆未估列員工酬勞。雖然113年度虧損較112年度減少，但仍是虧損狀態。非經理人全時員工薪資平均數113年度較112年度減少約0.89%，變動主因113年度部分離職員工薪資較高所致。","未來公司會致力於增加營收及獲利，並視公司獲利狀況與員工共享營運成果。",
"觀光餐旅","3522","御嵿","11104","14","793","617","28.53%","717","570","25.79%","-2.28","636","1.19","N","N","N","","",
"光電業","3523","迎輝","45408","75","605","612","-1.14%","545","573","-4.89%","-2.22","856","2.40","N","N","Y","113年EPS為-2.22，較112年-2.70略有改善，
因接單策略調整，加班需求下降，加班費相對減少，
導致薪酬略降，整體仍與績效變動具連動合理性。","為提升營運與員工薪酬，將檢討獎酬制度、強化成本控管並推動多元接單，以穩定獲利並提高整體薪資水準。",
"電子零組件業","3526","凡甲","128696","69","1865","1475","26.44%","1638","1359","20.53%","16.80","747","2.21","N","N","N","","",
"半導體業","3527","聚積","291754","200","1459","1492","-2.21%","1259","1302","-3.30%","0.28","1307","5.21","N","N","Y","113年EPS較前一年度成長，主因為業外(匯兌利益)增加，本業仍為營業淨損，故全體員工績效
獎金未達發放標準，且112年進行人力調整，故113年薪資平均數略低於112年。","113年已進行結構性調薪，本公司將持續檢視經營績效與員工薪酬之關聯性與合理性。",
