產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"生技醫療業","6712","長聖","52527","87","604","639","-5.48%","510","589","-13.41%","4.55","787","0.41","N","Y","N","本公司因同時從事研發與製造業務，並聘有與業績連動之業務人員，致使生產現場人員及業務人員占公司整體員工人數達七成以上。基於員工結構特性，整體平均薪資水準與同業相較有所差異，屬合理情形。","整體平均薪資水準與同業存在差異，為提升人力資源效能並強化薪資結構之競爭力，擬採取以下改善措施：1.強化高附加價值人力之比重；2.優化業績導向獎酬制度；3.進行同業薪資水準調查，建立更具競爭力之薪資結構。",
"半導體業","6716","應廣","121381","71","1710","1414","20.93%","1400","1209","15.80%","4.35","1307","5.21","N","N","N","","",
"半導體業","6720","久昌","22267","22","1012","0","0.00%","752","0","0.00%","6.60","1307","5.21","N","Y","N","1.113年提列獎金及員工酬勞於114年度發放，均未能在此體現。
2.113年度後勤人員薪資結構較低且佔比超過50%，致使平均薪資下降。
3.建構多元非現金獎酬，如現金增資員工認股及員工認股權憑證均未能在此體現。","1.114年補充六名業務及研發人員，該人員薪酬較高，將可提升非經理人全時員工薪資。
2.114年將視113年績效表現進行調薪，亦可提升非經理人全時員工薪資。",
"其他","6721","信實","236002","410","576","557","3.41%","571","569","0.35%","4.39","695","2.24","N","Y","N","獲利較佳，主係因公司聘用中高齡同仁所獲得之補助款，非本公司業內獲利所致-毛利率4%，且行業性質係為駐衛警保全、清潔、物業管理，本就屬於勞務服務，惟公司仍致力於維持員工應有之薪資福利及達到股東權益之平衡。","公司每年仍積極建議政府機關適時提高預算，以提高人員薪資水平。",
"電子零組件業","6727","亞泰金屬","91985","122","754","699","7.87%","630","576","9.38%","5.69","747","2.21","N","N","N","","",
"居家生活","6728","上洋","316613","367","863","797","8.28%","738","690","6.96%","11.71","694","8.76","N","N","N","","",
"半導體業","6732","昇佳電子","411447","190","2166","2204","-1.72%","1960","2066","-5.13%","11.05","1307","5.21","N","N","N","","",
"生技醫療業","6733","博晟生醫","28757","28","1027","899","14.24%","912","772","18.13%","-0.95","787","0.41","N","N","N","","",
"其他電子業","6735","美達科技","73765","61","1209","963","25.55%","1093","1242","-12.00%","2.13","958","4.44","N","N","N","","",
"其他電子業","6739","竹陞科技","65877","75","878","0","0.00%","670","0","0.00%","6.03","958","4.44","N","Y","N","(1)113年度因新進員工比例較高，年資低於三年者占比50%
(2)113年度實領薪酬未滿一年者占比27%
(3)員工酬勞獎金係依績效與貢獻度綜合評估發放
(4)本公司員工薪資(非經理人)高於同業平均數958仟元，占32%","本公司已於114年初針對部分員工實施結構性調薪，且持續每年定期檢視同業及市場薪資水準、消費者物價指數，並結合績效考核結果，作為年度薪資調幅之依據。",
"生技醫療業","6747","亨泰光","110884","148","749","724","3.45%","631","590","6.95%","5.51","787","0.41","N","Y","N","113年度的員工薪資平均數較去年增加約3.45%，而113年生產線直接人員亦佔30%，故擔任非擔任主管職務之全時員工薪資平均數低於同業水準。","將透過員工分紅方式，提高員工薪資",
"資訊服務業","6751","智聯服務","45394","51","890","873","1.95%","696","727","-4.26%","0.83","976","3.68","N","N","N","","",
"資訊服務業","6752","叡揚","695721","689","1010","999","1.10%","873","877","-0.46%","6.14","976","3.68","N","N","N","","",
"電子零組件業","6761","穩得","133704","145","922","897","2.79%","746","732","1.91%","7.25","747","2.21","N","N","N","","",
"生技醫療業","6762","達亞","110745","146","759","721","5.27%","687","622","10.45%","1.87","787","0.41","N","Y","N","本公司聚焦拋棄式醫療器材塑膠製造與銷售，員工結構以現場製造人員為主，與其他生技醫療同業有相當差異，致平均薪資偏低；每年仍依考核結果及部門績效調薪與發放獎金，與公司績效同時兼顧關聯性與具備合理性。","公司參酌物價變動及同業薪資水準檢討薪資結構，此外並加強各項福利措施、強化留才與獎優措施，以縮短與同業薪資差距。",
"數位雲端","6763","綠界科技*","170737","188","908","881","3.06%","806","802","0.50%","1.94","841","2.11","N","N","N","","",
"生技醫療業","6767","台微醫","26147","39","670","636","5.35%","599","547","9.51%","-1.62","787","0.41","N","N","N","","",
"生技醫療業","6785","昱展新藥","15720","17","925","1628","-43.18%","706","1228","-42.51%","0.27","787","0.41","N","N","N","","",
"半導體業","6788","華景電","189177","150","1261","967","30.40%","1137","888","28.04%","14.34","1307","5.21","N","Y","N","公司將經營成果與員工薪酬緊密連結。透過績效考核制度，將整體營收、獲利與個人貢獻納入薪酬調整與獎金發放的考量依據。本公司113年度之EPS獲利較112年度增加，故員工薪資_平均數較112年度高。","1、擴大獎金與利潤分享機制（如專案獎金、利潤分紅等），讓員工實質分享到公司經營成果。
2、每年度參考市場薪資報告進行薪資調整，確保薪酬水準具市場競爭力。",
"資訊服務業","6791","虎門科技","83062","87","955","890","7.30%","823","782","5.24%","4.16","976","3.68","N","Y","N","本公司的經營績效，會直接反映在員工的基本薪資調整、年終獎金及績效獎金，透過薪酬獎勵，有助於吸引優秀人才並降低離職率，形成正向循環。","1. 2025年度已進行調薪，並持續觀察市場薪資行情
2. 依法修訂公司章程，公司分紅做為基層勞工調薪或獎金",
"綠能環保","6803","崑鼎","67812","54","1256","1017","23.50%","906","902","0.44%","17.43","826","3.76","N","N","N","","",
"運動休閒","6804","明係","83971","167","503","581","-13.43%","410","483","-15.11%","-2.14","628","2.07","N","N","N","","",
"數位雲端","6811","宏碁資訊","438579","294","1492","1400","6.57%","1379","1255","9.88%","13.00","841","2.11","N","N","N","","",
"電子零組件業","6821","聯寶","47912","57","841","832","1.08%","594","690","-13.91%","1.19","747","2.21","N","N","N","","",
"半導體業","6823","濾能","95301","167","571","616","-7.31%","500","538","-7.06%","-7.30","1307","5.21","N","N","N","","",
"半導體業","6829","千附精密","324946","471","690","615","12.20%","632","573","10.30%","5.66","1307","5.21","N","Y","N","製造產線設置在台灣，需要大量基礎人員，直接人員占比59%、外籍人員占比17%，故影響薪資水平。
事實上，公司基層起薪具市場競爭力，並持續投入人員技能訓練與技術津貼，以鼓勵技能提升與穩定就業。","1.逐年提高直接人員薪資調幅，優於法定調幅標準。
2.強化職能發展制度，提高整體平均薪資水平。
3.人力職能盤點，逐步優化人力結構比例
4.外籍員工待遇透明化與在地化管理",
"其他電子業","6840","東研信超","108941","166","656","638","2.82%","488","481","1.46%","0.54","958","4.44","N","N","N","","",
"生技醫療業","6841","長佳智能","49798","73","682","836","-18.42%","584","740","-21.08%","0.31","787","0.41","N","N","Y","本公司薪酬包含固定薪資與變動獎酬兩部分，其中變動獎酬（如績效獎金、分紅、專案獎金）依據年度經營目標達成情形、部門績效與個人績效指標評核結果核發。","因本公司113年度首次本業轉虧為盈，而為了維持公司運營，強化公司團隊凝聚力，於114年度全體員工平均加薪5%以資鼓勵。",
"電機機械","6843","進典","79394","117","679","735","-7.62%","557","605","-7.93%","2.38","725","2.47","N","N","N","","",
"生技醫療業","6844","諾貝兒","403761","661","611","0","0.00%","564","0","0.00%","3.00","787","0.41","N","Y","N","公司以藥局零售業為主，藥師屬高薪專業職位，薪資水準高，但人數比例相對低；其餘多為門市與基層職員，薪資水準偏低，在整個薪資構面呈現拉高個別薪酬但壓低整體平均。公司將檢視獎金及考核制度以建立薪酬之合理性。","公司會依員工個人績效表現及對公司貢獻度並參考同業水準給予合理的薪資報酬。",
"食品工業","6846","綠茵","121780","132","923","980","-5.82%","734","733","0.14%","5.43","744","3.95","N","N","Y","綠茵於113年03月對兩間子公司進行簡易合併；然集團之研發人員及課長級以上之中階主管主要集中在綠茵母公司，故綠茵母公司員工薪資平均數即高於兩間子公司，是以合併後造成整體員工薪資平均數略較前一度減少。","雖本年度員工薪資平均數較前一年度減少，惟係因集團合併所產生之影響，又員工薪資中位數較前一年度增加，故本公司經營績效與員工薪酬之關聯性尚屬合理；本公司將持續加強營運績效以造福員工福利及股東權利。",
"其他電子業","6855","數泓科","71962","94","766","655","16.95%","690","550","25.45%","9.20","958","4.44","N","Y","N","本公司獲利來源主因為銷售高毛利產品，使獲利較同產業增加，但在產線員工占整體員工約三分之二的情況下，造成薪資分布偏態，平均值低於同業。","本公司自113年起逐年為薪資低於一定金額之員工加薪3~4%不等，並且預計修訂章程，訂定員工酬勞應提撥一定區間之比率分配基層員工，以逐步趕上同業水準。",
"文化創意業","6856","鑫傳","68945","102","676","653","3.52%","580","561","3.39%","4.12","1357","7.81","N","N","N","","",
"光電業","6859","伯特光","179900","303","594","583","1.89%","546","524","4.20%","3.14","856","2.40","N","Y","N","本公司113年度EPS獲表現相較同業平均數高，主係受惠美金對台幣升值，產生外幣兌換利益導致營業外收入大幅增加。","1.提升員工薪資水準，於公司章程明定提撥一定比率(目前不低於50%)分配予基層員工。
2.每年度落實員工績效考核，定期調整員工薪資。
3.持續制定並推行多項員工福利措施，如員工持股信託、員工認股權憑證等。",
"數位雲端","6865","偉康科技","156806","140","1120","1037","8.00%","1052","937","12.27%","2.15","841","2.11","N","N","N","","",
"數位雲端","6870","騰雲","133166","167","797","658","21.12%","656","557","17.77%","5.04","841","2.11","N","Y","N","為儲備公司長期發展的動能，積極晉用並培訓具潛力的年輕員工，以致非經理人的平均年資與薪資基數相對同業產生了薪資差異。","1.為具潛力的同仁規劃更完整的股權獎勵機制，提升更具吸引力的獎酬機制。
2.精準對標各專業領域的市場薪資水準，規劃所有崗位的薪資，並透過績效獎金與年度分紅等利潤共享機制，確保整體薪酬福利在市場上具有吸引",
"生技醫療業","6872","浩宇生醫","18402","19","969","0","0.00%","974","0","0.00%","-1.56","787","0.41","N","N","N","","",
"資訊服務業","6874","倍力","97572","80","1220","1194","2.18%","1100","1139","-3.42%","4.46","976","3.68","N","N","N","","",
"生技醫療業","6875","國邑*","42660","37","1153","1098","5.01%","948","1018","-6.88%","-1.32","787","0.41","N","N","N","","",
"其他電子業","6877","鏵友益","100688","125","806","763","5.64%","695","686","1.31%","1.25","958","4.44","N","N","N","","",
"其他","6881","潤德","95695","90","1063","0","0.00%","964","0","0.00%","15.52","695","2.24","N","N","N","","",
"綠能環保","6894","衛司特","68671","65","1056","964","9.54%","913","806","13.28%","8.50","826","3.76","N","N","N","","",
"半導體業","6895","宏碩系統","57399","84","683","666","2.55%","611","572","6.82%","2.55","1307","5.21","N","N","N","","",
"光電業","6899","創為精密","173176","285","608","0","0.00%","496","0","0.00%","3.40","856","2.40","N","Y","N","本公司113年EPS高於同業平均數，惟非經理人全時員工薪資平均數低於同業，主係生產基地位於台灣，員工結構偏屬製造業，直接員工和外籍員工佔比約54%，故薪資平均數低於同業均值。","本公司每年皆依人力銀行調查市場薪資行情提出薪資調整，113年度薪資平均調幅約3.43%，114年預計薪資平均調幅3~5%。",
"其他電子業","6903","巨漢","105806","94","1126","0","0.00%","931","0","0.00%","9.28","958","4.44","N","N","N","","",
"其他","6904","伯鑫","82213","149","552","593","-6.91%","510","554","-7.94%","10.47","695","2.24","N","Y","Y","1.其他之產業類別的產品或服務較廣泛，且人力結構也不一樣。&#8195;&#8195;
2.本公司依薪酬管理辦法訂定薪資報酬之內容及數額，且衡量經營績效核發年終獎金及績效獎金，故薪資水準尚屬合理。&#8195;","EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少，主係受惠業外金融資產利益所致。因公司營收較前一年度相比下滑3%，也因本業營運下滑致使部分人員之非經常性薪資下滑，進而導致平均數下滑。",
"電子零組件業","6913","鴻呈","46653","50","933","0","0.00%","795","0","0.00%","4.78","747","2.21","N","N","N","","",
"電腦及週邊設備業","6922","宸曜","178949","164","1091","944","15.57%","972","809","20.15%","7.57","909","4.39","N","N","N","","",
"生技醫療業","6929","佑全","498640","823","606","624","-2.88%","508","502","1.20%","-1.09","787","0.41","N","N","N","","",
"半導體業","6953","家碩","182023","111","1640","1745","-6.02%","1405","1492","-5.83%","8.25","1307","5.21","N","N","N","","",
"電子零組件業","6967","汎瑋材料","36150","56","646","0","0.00%","570","0","0.00%","3.37","747","2.21","N","Y","N","1、公司產業特性及組織架構扁平，非經理人員工中約85%為基層員工，使得非擔任主管職務之全時員工薪資平均數較同業偏低。
2、113年非經理人員工平均薪資較112年增加約7.5%，逐年向同業薪資水平爬升。","1、依公司營運狀況與時俱進，增加員工獎酬及福利項目金額。
2、公司持續培養基層員工獲得薪資增幅與工作職能責任同步調升。",
"居家生活","6968","萬達寵物","373152","663","563","0","0.00%","497","0","0.00%","2.44","694","8.76","N","N","N","","",
"電機機械","6982","大井泵浦","239996","373","643","0","0.00%","566","0","0.00%","2.85","725","2.47","N","Y","N","本公司為製造業，屬勞力密集生產型態，產線同仁佔全體人數50%以上，故整體平均薪資較低，惟113年年初已進行薪資校準，調薪後薪資經調查落點至少P50以上，尚屬合理範圍。","本公司114年已規劃執行多項提升員工薪酬及福利措施，包含：薪資校準(同步進行外部市場薪資調查)、員工分紅、辦理員工持股信託、發行限制員工權利新股及施行旅遊補助等方案，具體提升員工薪酬及福利。",
"半導體業","6996","力領科技","288605","106","2723","0","0.00%","2570","0","0.00%","15.37","1307","5.21","N","N","N","","",
"數位雲端","6997","博弘","103547","99","1046","0","0.00%","886","0","0.00%","6.11","841","2.11","N","N","N","","",
"光電業","7402","邑錡","56318","57","988","955","3.46%","787","766","2.74%","1.47","856","2.40","N","N","N","","",
"半導體業","7556","意德士科技","23534","31","759","862","-11.95%","668","717","-6.83%","5.82","1307","5.21","N","Y","Y","本公司員工薪酬係依公司經營績效、員工之績效考核及對公司之貢獻度來考量。113年度發放之員工酬勞，係反映前一年度之營運績效。","員工薪酬依公司經營績效、員工之績效考核及對公司之貢獻度據以調整。",
"文化創意業","7584","樂意","97749","149","656","0","0.00%","570","0","0.00%","4.06","1357","7.81","N","N","N","","",
"其他電子業","7703","銳澤","168271","191","881","0","0.00%","772","0","0.00%","7.41","958","4.44","N","Y","N","係因113年度資深高薪員工異動占多數，且本年度新進同仁均傾向年輕化所致。","113年度平均調薪幅度4.9%，預期未來每年平均調薪幅度不低於此水準。",
"半導體業","7704","明遠精密","126717","128","990","0","0.00%","872","0","0.00%","2.91","1307","5.21","N","N","N","","",
"觀光餐旅","7708","全家餐飲","427845","619","691","0","0.00%","624","0","0.00%","5.39","636","1.19","N","N","N","","",
"電機機械","7709","榮田","129318","172","752","0","0.00%","663","0","0.00%","5.19","725","2.47","N","N","N","","",
"半導體業","7712","博盛半導體","87138","54","1614","0","0.00%","1364","0","0.00%","8.39","1307","5.21","N","N","N","","",
"數位雲端","7714","創泓科技","52346","62","844","0","0.00%","677","0","0.00%","5.07","841","2.11","N","N","N","","",
"綠能環保","7715","裕山","137620","165","834","0","0.00%","703","0","0.00%","5.06","826","3.76","N","N","N","","",
"鋼鐵工業","7718","友鋮","105991","97","1093","0","0.00%","1035","0","0.00%","6.08","804","2.00","N","N","N","","",
"其他電子業","7728","光焱科技","40281","49","822","0","0.00%","643","0","0.00%","8.79","958","4.44","N","Y","N","光焱每股盈餘達8.79元，主要係受惠品牌效應發酵、高毛利產品組合優化，
非主管全時員工薪資平均水準相對低於同業平均，主要原因此薪資統計未完全反映公司於IPO前已實施的長期激勵措施與年度調薪機制延遲反映效應","1.實施長期激勵機制
於申請IPO期間，公司將認股轉換股份全數委由員工持股信託管理、已修改本公司章程，公司年度如有獲利，應提撥不低於30%員工酬勞數額為基層員工分派酬勞
2.強化員工培育與職能導向薪資調整",
"半導體業","7734","印能科技","123408","94","1313","0","0.00%","1161","0","0.00%","44.53","1307","5.21","N","N","N","","",
"半導體業","8024","佑華","76583","80","957","968","-1.14%","893","882","1.25%","-1.15","1307","5.21","N","N","N","","",
"電機機械","8027","鈦昇","205942","289","713","822","-13.26%","667","750","-11.07%","-0.51","725","2.47","N","N","N","","",
"電子通路業","8032","光菱","120220","90","1336","1047","27.60%","1307","1023","27.76%","2.15","812","1.36","N","N","N","","",
"通信網路業","8034","榮群","72035","80","900","936","-3.85%","780","785","-0.64%","1.00","840","2.51","N","N","N","","",
"電子零組件業","8038","長園科","14541","23","632","554","14.08%","537","499","7.62%","-1.54","747","2.21","N","N","N","","",
"半導體業","8040","九暘","195098","106","1841","1579","16.59%","1592","1460","9.04%","-1.38","1307","5.21","N","N","N","","",
"電子零組件業","8042","金山電","43179","59","732","705","3.83%","583","543","7.37%","0.60","747","2.21","N","N","N","","",
"電子零組件業","8043","蜜望實","74408","83","896","661","35.55%","765","550","39.09%","1.53","747","2.21","N","N","N","","",
"數位雲端","8044","網家","966327","1436","673","644","4.50%","577","542","6.46%","-4.08","841","2.11","N","N","N","","",
"其他電子業","8047","星雲","92022","115","800","761","5.12%","682","668","2.10%","-0.35","958","4.44","N","N","N","","",
"通信網路業","8048","德勝","91377","106","862","913","-5.59%","810","860","-5.81%","2.36","840","2.51","N","N","N","","",
"光電業","8049","晶采","108386","142","763","834","-8.51%","582","622","-6.43%","2.50","856","2.40","N","Y","N","本司為光電業,其歸類實屬廣泛且每家生產型態不同,本公司員工屬產線作業人員佔多數,因此平均薪資較低。
本公司之員工酬勞制度,係按稅前淨利5~12%提撥,故員工薪酬會與公司經營績效成正比。","展望未來公司經營績效提升後
員工的薪酬將再進一步改善",
"電腦及週邊設備業","8050","廣積","517685","671","772","845","-8.64%","597","633","-5.69%","4.06","909","4.39","N","N","N","","",
"半導體業","8054","安國","26302","22","1196","1508","-20.69%","982","1194","-17.76%","-2.29","1307","5.21","N","N","N","","",
"通信網路業","8059","凱碩","92526","89","1040","1186","-12.31%","944","1036","-8.88%","-1.84","840","2.51","N","N","N","","",
"光電業","8064","東捷","396352","439","903","896","0.78%","825","799","3.25%","0.79","856","2.40","N","N","N","","",
"居家生活","8066","來思達","9025","13","694","680","2.06%","714","745","-4.16%","-0.24","694","8.76","N","N","N","","",
"電子通路業","8067","志旭","11908","21","567","443","27.99%","465","379","22.69%","-0.71","812","1.36","N","N","N","","",
"電子通路業","8068","全達","22895","30","763","763","0.00%","623","638","-2.35%","2.30","812","1.36","N","Y","N","公司依據每年經營績效為發放員工年終獎金之依據，並參酌員工績效表現及年資等綜合因素決定發放之基數，並且依據公司章程之規定予以發放員工酬勞。","本公司113年度係因處分投資利益因此較同業之平均每股盈餘為高，惟此獲利係為一次性之獲利。本公司113年度仍為營業虧損。
本公司113年度之獲利已依照公司章程之規定提撥5%為員工酬勞，並已於114年度發放。",
"光電業","8069","元太","1863907","1293","1442","1418","1.69%","1270","1234","2.92%","7.75","856","2.40","N","N","N","","",
"電子零組件業","8071","能率網通","11493","18","639","576","10.94%","588","545","7.89%","-0.89","747","2.21","N","N","N","","",
"電子零組件業","8074","鉅橡","147667","238","620","558","11.11%","547","511","7.05%","1.17","747","2.21","N","N","N","","",
"電腦及週邊設備業","8076","伍豐","191827","207","927","846","9.57%","748","707","5.80%","1.49","909","4.39","N","N","N","","",
"觀光餐旅","8077","洛碁","129560","232","558","527","5.88%","538","488","10.25%","4.40","636","1.19","N","Y","N","公司今年營業額進步，員工平均薪資亦從112年度52萬7提升至55萬8，增加了5.88%。
薪資中位數也從48萬8提升至53萬8，增加了10.2%，公司有獲利時與員工共享。","住房率及房價如能再提升，薪資部分亦能同步提升。",
"建材營造","8080","泰霖","2549","5","510","554","-7.94%","591","562","5.16%","-0.48","1007","3.22","N","N","N","","",
"電機機械","8083","瑞穎","136068","143","952","855","11.35%","894","781","14.47%","10.19","725","2.47","N","N","N","","",
"電子通路業","8084","巨虹","7208","9","801","928","-13.69%","631","794","-20.53%","1.01","812","1.36","N","N","N","","",
"其他電子業","8085","福華","106232","214","496","482","2.90%","412","408","0.98%","-0.86","958","4.44","Y","N","N","鑑於近年產業環境變動劇烈，本公司營運表現持續承受壓力，導致非經理人全時員工之平均薪資未達新臺幣50萬元之標準。","公司管理階層持續推動成本結構優化與業務轉型，積極強化營運體質，以提升整體競爭力。公司期望透過上述措施，早日實現營運轉盈，並將未來經營成果以合理且具激勵性的薪酬政策及利益共享回饋給全體員工。",
"半導體業","8086","宏捷科","605308","867","698","715","-2.38%","656","662","-0.91%","2.65","1307","5.21","N","N","Y","雖113年的EPS較112年多,但從112年下半年需求開始增溫,宏捷科的員工也從112年7月最低的728人增加到113年5月最高的922人,其中移工的部分也從81人增加到156人移工以基本薪資來核薪是拉低基層員工的平均薪資的主要因素","宏捷科於114年的組織章程中明訂基層員工的分紅比例不低於30%，讓基層員工確實可以享受到公司獲利的成果並於114年度調薪中，會確定基層員工的薪資調幅會優於主管級員工，來拉近基層員工與主管級員工的薪資差距",
"綠能環保","8087","麗升能源","5770","6","962","1126","-14.56%","872","1004","-13.15%","0.61","826","3.76","N","N","N","","",
"半導體業","8088","品安","255433","502","509","537","-5.21%","450","425","5.88%","0.16","1307","5.21","N","N","N","","",
"通信網路業","8089","康全電訊","158848","115","1381","1038","33.04%","1255","994","26.26%","8.29","840","2.51","N","N","N","","",
"半導體業","8091","翔名","299078","377","793","717","10.60%","713","631","13.00%","7.50","1307","5.21","N","Y","N","半導體產業包含IC設計、晶圓製造及封裝測試，員工薪資結構差異較大，且本公司113年度EPS及員工薪資平均數均較112年度增加。","本公司擬於114年股東常會修訂章程，於章程訂明以年度盈餘提撥一定比率為基層員工分派酬勞，落實企業社會責任。",
"其他電子業","8092","建暐","87331","164","533","543","-1.84%","477","487","-2.05%","-0.50","958","4.44","N","N","N","","",
"電子零組件業","8093","保銳","35335","46","768","685","12.12%","701","662","5.89%","-3.16","747","2.21","N","N","N","","",
"電子通路業","8096","擎亞","43904","39","1126","1069","5.33%","1024","1018","0.59%","3.27","812","1.36","N","N","N","","",
"通信網路業","8097","常珵","36711","43","854","904","-5.53%","739","720","2.64%","0.38","840","2.51","N","N","Y","原則經營績效及員工績效評估與其薪酬是正向關聯,惟113年經營績效仍呈現營業淨損,故與前期員工薪酬比較無明顯差異,尚屬合理.","1.以達成員工平均年薪超過50萬為目標
2.優先調整薪資人員順序
  2.1	平均年薪未達50萬人員
  2.2	公司考核績效排名前10%
  2.3	年資排名前10%",
"資訊服務業","8099","大世科","425872","487","874","805","8.57%","712","666","6.91%","2.31","976","3.68","N","N","N","","",
"電機機械","8107","大億金茂","57079","84","680","618","10.03%","491","509","-3.54%","1.81","725","2.47","N","N","N","","",
"電子零組件業","8109","博大","204516","277","738","776","-4.90%","670","683","-1.90%","6.48","747","2.21","N","Y","N","本公司平均薪資較同業略低，主因為組織扁平，副課長以上主管占比不到10%，生產基層作業人員占比約40%。因此，薪資平均數低於同業屬合理情形。","本公司固定月薪(經常性薪資)維持成長，唯，今年度營收與獲利同步下降，致員工福利項目中之「員工酬勞/獎金」與「加班費」相對減少。增加營收與獲利，進而改善員工酬勞及福利。",
"光電業","8111","立碁","135036","188","718","667","7.65%","628","576","9.03%","0.91","856","2.40","N","N","N","","",
"電子零組件業","8121","越峰","148156","158","938","868","8.06%","861","790","8.99%","0.73","747","2.21","N","N","N","","",
"電子零組件業","8147","正淩","96951","121","801","809","-0.99%","726","715","1.54%","2.03","747","2.21","N","N","N","","",
"電子零組件業","8155","博智","618080","843","733","653","12.25%","665","590","12.71%","4.69","747","2.21","N","Y","N","本公司屬勞力密集產業，僅在台灣生產；直接人力佔總人力76%，其中外籍移工又佔總人力25%，因
而拉低整體平均薪資。113年公司持續致力員工薪酬福利等措施調整，平均薪資較112年明顯成長。","1.依公司營運績效與外部就業巿場薪資調查，提升薪酬福利競爭力。
2.增訂基層員工酬勞分配章程，共享公司營運獲利成果，以提升整體薪酬水準。",
"綠能環保","8171","天宇","63690","113","564","580","-2.76%","501","557","-10.05%","-1.29","826","3.76","N","N","N","","",
"通信網路業","8176","智捷","37776","44","859","809","6.18%","805","794","1.39%","0.45","840","2.51","N","N","N","","",
"電子零組件業","8182","加高","180095","298","604","576","4.86%","512","500","2.40%","2.44","747","2.21","N","Y","N","因本公司產業特性之因素，基層作業人員比重較高，致使非主管職務之全時員工薪資平均數較低。","113年度營業淨利，已依公司相關規範，擬於114年股東常會通過員工酬勞案後發放。",
"其他電子業","8183","精星","83427","125","667","612","8.99%","565","463","22.03%","3.26","958","4.44","N","N","N","","",
"半導體業","8227","巨有科技","77949","64","1218","1140","6.84%","1110","1031","7.66%","1.65","1307","5.21","N","N","N","","",
"電腦及週邊設備業","8234","新漢","599948","786","763","732","4.24%","657","640","2.66%","0.60","909","4.39","N","N","N","","",
"光電業","8240","華宏","438427","568","772","706","9.35%","686","623","10.11%","3.04","856","2.40","N","Y","N","本年度EPS高於同業平均數主要係因轉投資公司-寧波長宏遷至新廠後出售其土地及舊廠房之收入162,701(仟元)貢獻EPS約1.64元；另台灣之生產基地位於台南官田及高雄燕巢，其消費水平較低以致薪資平均數低於同業水準。","本公司每年度皆有定期調整非經理人之全時員工的薪資，113年度平均薪資調幅介於2~4%。",
"電機機械","8255","朋程","675853","750","901","858","5.01%","740","707","4.67%","8.24","725","2.47","N","N","N","","",
"資訊服務業","8272","全景軟體","191142","157","1217","0","0.00%","1094","0","0.00%","4.04","976","3.68","N","N","N","","",
"半導體業","8277","商丞","37414","52","720","704","2.27%","552","561","-1.60%","-0.72","1307","5.21","N","N","N","","",
"生技醫療業","8279","生展","324081","490","661","653","1.23%","608","587","3.58%","8.86","787","0.41","N","Y","N","本公司資本額較低，故EPS較其他生技業為佳，近年持續擴充產線，故生產線人員佔公司總人數52%且平均年資較淺，並依照台南、雲林地區之薪資水準及資歷給薪，致平均薪資低於同業。","本公司113年度EPS雖較前一年減少13%，但仍會調整員工薪資約3.5%。",
"資訊服務業","8284","三竹","299959","331","906","905","0.11%","816","827","-1.33%","5.56","976","3.68","N","Y","N","本年度薪資平均數：906仟元，優於112年(905仟元)，但由於113年招聘多位年資較淺之新人，因此中位數被拉低了。","因113年新增多位年資較淺員工，影響薪資中位數表現，屬正常人力結構調整。公司薪資政策具市場競爭力，無須另行改善。",
"電子零組件業","8289","泰藝","121561","186","654","598","9.36%","572","523","9.37%","0.40","747","2.21","N","N","N","","",
"電子零組件業","8291","尚茂","20275","41","495","502","-1.39%","445","463","-3.89%","-1.22","747","2.21","Y","N","Y","113年度公司進行營運轉型及人力調整，生產暫停致變動薪資減少，雖每股盈餘成長，惟主因為費用壓縮所致，非營收成長，員工平均薪資下降具合理性。","114年初公司已完成人力精簡，降低固定成本，資源集中投入新產品研發。新產品成熟後將恢復生產並招募人力，檢討薪酬與激勵機制，適時調薪，強化留才與組織效能。",
"半導體業","8299","群聯","9553085","3783","2525","2020","25.00%","2137","1784","19.79%","38.95","1307","5.21","N","N","N","","",
"其他","8342","益張","163016","247","660","579","13.99%","513","466","10.09%","7.64","695","2.24","N","Y","N","外籍員工薪資偏低及人數占比高達23%，故拉低整體平均薪資。","配合證券交易法修訂公司章程保障本公司基層員工獲配一定成數之酬勞分派。",
