產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"電機機械","1560","中砂","1416878","1658","855","809","5.69%","782","740","5.68%","7.10","864","3.85","N","Y","N","本公司員工薪酬每年定期參酌外部薪資水準給予合理調薪,然因本公司為製造業， 直接人工佔比較高，直接人工佔非主管職總人數比例為約58%，外籍移工佔直接人工約20%，故影響薪資平均數。","本公司每年定期檢討薪酬，113年度平均員工薪資較112年度增加11.3%；本公司將繼續提升營運績效，持續優化薪酬福利。",
"汽車工業","1563","巧新","853364","1412","604","0","0.00%","568","0","0.00%","3.30","892","5.84","N","N","N","","",
"汽車工業","1568","倉佑","199194","335","595","597","-0.34%","540","544","-0.74%","1.59","892","5.84","N","N","N","本公司113年度之固定獎酬呈正向成長，惟因受獲利影響，而使相關變動獎酬減少，本公司無薪資費用與經營績效不相當的情況發生","建立與經營績效連動的變動獎酬制度，讓員工在公司成長時獲得實質回饋，提升工作動力與向心力，形成公司與員工雙贏的正向循環",
"電子零組件業","1582","信錦","238878","195","1225","1091","12.28%","1107","984","12.50%","7.13","994","6.57","N","N","N","","",
"電機機械","1583","程泰","305522","391","781","721","8.32%","714","672","6.25%","11.37","864","3.85","N","Y","N","113年公司因受俄烏戰爭等因素影響，本業營收、獲利均較112年下滑，其獲利主要來自業外投資股票之評價利益，與員工績效無直接關聯；另雖工具機大環境不佳，公司仍努力提升員工薪資，113年的平均薪資已較112年成長8%。","本公司將持續強化產品競爭力並且降低營業成本，來增加本業營收及獲利，確保員工薪酬能獲得提升。",
"汽車工業","1587","吉茂","89156","179","498","469","6.18%","450","439","2.51%","-0.47","892","5.84","Y","N","N","1.本公司工廠位於彰化地區地處偏鄉，人才要求不易致外籍員工人數較高拉低平均薪資，造成薪資平均數表現較低。
2.本公司依公司營運及獲利情況調薪幅度。","113年調薪幅度約0%~5.8%。",
"電機機械","1597","直得","190781","309","617","553","11.57%","537","459","16.99%","1.08","864","3.85","N","N","N","","",
"運動休閒","1598","岱宇","321358","579","555","538","3.16%","485","471","2.97%","0.45","872","5.72","N","N","N","","",
"電器電纜","1603","華電","346945","571","608","581","4.65%","521","510","2.16%","2.85","891","1.33","N","Y","N","員工酬金組合主要包含基本固定薪資、獎金及福利，依據個人能力、對公司貢獻度、績效表現、所任職位之市場價值及考量公司未來營運風險後決定，與經營績效正相關，隨效率提高，經營績效提升，員工薪酬亦將會隨之增加。","本公司114年章程將會修改員工酬勞增加幅度，待股東會通過。",
"電器電纜","1604","聲寶","602631","709","850","824","3.16%","763","744","2.55%","2.09","891","1.33","N","Y","N","聲寶為深耕本土經營，斥資27億建置台南新廠；近年因產線陸續遷移，造成許多資深同仁離退，並吸引大量新進人力加入；另為鞏固產品售後服務，服務團隊亦大量引進新血；造成有非主管職平均薪資略低於業界平均之情形。","針對新進員工逐步進行薪酬調整與福利優化的計畫，
配合公司原有之內部升遷機會與培訓資源，
逐漸提升新進員工的薪酬向平均薪資靠攏。",
"電器電纜","1605","華新","3075107","2766","1112","1094","1.65%","921","889","3.60%","0.69","891","1.33","N","N","N","","",
"電器電纜","1608","華榮","332549","402","827","779","6.16%","800","757","5.68%","1.55","891","1.33","N","Y","N","本公司113年獲利，部份來自於營業外股利收入，此部份獲利與員工績效並無顯著關聯；另EPS之計算，分母股數扣除了庫藏股數，若不扣除庫藏股數，EPS則為1.04，並未高於同業。","本公司員工薪酬均依照公司章程及相關法令規定發放之。",
"電器電纜","1609","大亞","615207","614","1002","1300","-22.92%","947","1186","-20.15%","2.09","891","1.33","N","N","N","員工薪酬組合主要包含基本固定薪資、獎金及福利，其中獎金連結績效考核，依個人績效表現、目標達成率、貢獻之價值與營運績效給予合理報酬。","不適用",
"電器電纜","1611","中電","531","1","531","462","14.94%","531","462","14.94%","0.50","891","1.33","N","N","N","","",
"電器電纜","1612","宏泰","303727","247","1230","1038","18.50%","961","932","3.11%","2.38","891","1.33","N","N","N","","",
"電器電纜","1614","三洋電","535892","924","580","574","1.05%","543","552","-1.63%","0.83","891","1.33","N","N","N","","",
"電器電纜","1615","大山","192638","256","752","691","8.83%","689","620","11.13%","3.96","891","1.33","N","Y","N","113年績效良好，亦同步調增員工薪資 ，非擔任主管職務之全時員工薪資中位數較112年提升11.13%，惟外籍員工占全體員工22.3% ，成長優於同業、較同業標準低，尚屬合理。","113年度員工薪資平均數較112年度成長8.83%，今後仍持續提升員工薪資水準，與員工共享公司成就。",
"電器電纜","1616","億泰","148985","198","752","697","7.89%","643","620","3.71%","2.04","891","1.33","N","Y","N","員工酬金組合主要包含基本固定薪資、獎金及福利，其中獎金連結績效考核，依個人績效表現、目標達成率、貢獻之價值與營運績效
給予合理報酬。","本公司已於114年度，依據員工113年度績效考核，調整全體員工薪資2%-3%",
"電器電纜","1617","榮星","143805","226","636","625","1.76%","577","563","2.49%","0.55","891","1.33","N","N","N","","",
"電器電纜","1618","合機","186880","208","898","794","13.10%","802","713","12.48%","3.71","891","1.33","N","N","N","","",
"食品工業","1702","南僑","45990","36","1278","1185","7.85%","943","861","9.52%","4.07","872","2.95","N","N","N","","",
"生技醫療業","1707","葡萄王","438396","519","845","845","0.00%","769","736","4.48%","9.78","841","3.76","N","N","N","","",
"化學工業","1708","東鹼","180263","168","1073","720","49.03%","919","650","41.38%","3.91","909","2.00","N","N","N","","",
"化學工業","1709","和益","355019","210","1691","1175","43.91%","1556","1063","46.38%","1.54","909","2.00","N","N","N","","",
"化學工業","1710","東聯","390463","366","1067","1030","3.59%","994","977","1.74%","0.02","909","2.00","N","N","N","","",
"化學工業","1711","永光","886991","1224","725","718","0.97%","693","682","1.61%","0.44","909","2.00","N","N","N","","",
"化學工業","1712","興農","1029946","1342","767","752","1.99%","688","666","3.30%","2.50","909","2.00","N","Y","N","本公司依經營成果、整體經濟情勢及定期參考市場薪資水準，提供具競爭力且合理之報酬。惟因本公司人力結構與同業略有不同，致影響薪酬水準。","為確保員工薪酬具市場競爭力，本公司每年辦理全員薪資調整，依據市場薪資趨勢及整體營運狀況進行薪酬校準，持續提升員工獎薪福利，共享公司經營成果。",
"化學工業","1713","國化","74887","84","892","838","6.44%","855","793","7.82%","10.31","909","2.00","N","Y","N","去年EPS提升主因為處分土地及投資收益，屬非常態，本業仍虧損。歷年員工平均薪資均高於同業，具合理性。","公司員工薪給參照薪資市場行情、公司營運狀況及組織結構核定薪資。並適時視市場薪資動態、整體經濟及產業景氣變動、政府法令規定之必要而調整薪資。",
"化學工業","1714","和桐","85383","103","829","781","6.15%","687","643","6.84%","0.41","909","2.00","N","N","N","","",
"化學工業","1717","長興","1779124","1838","968","911","6.26%","844","796","6.03%","1.56","909","2.00","N","N","N","","",
"化學工業","1718","中纖","368487","563","655","654","0.15%","611","608","0.49%","0.02","909","2.00","N","N","N","","",
"生技醫療業","1720","生達","717713","799","898","879","2.16%","771","760","1.45%","4.93","841","3.76","N","N","N","","",
"化學工業","1721","三晃","333438","454","734","709","3.53%","694","675","2.81%","-0.98","909","2.00","N","N","N","","",
"化學工業","1722","台肥","845118","631","1339","1514","-11.56%","1187","1352","-12.20%","2.01","909","2.00","N","N","N","","",
"化學工業","1723","中碳","448802","292","1537","1470","4.56%","1432","1368","4.68%","5.20","909","2.00","N","N","N","","",
"化學工業","1725","元禎","65369","83","788","716","10.06%","692","623","11.08%","1.91","909","2.00","N","N","N","","",
"化學工業","1726","永記","552151","682","810","778","4.11%","737","711","3.66%","5.28","909","2.00","N","Y","N","本公司股本較小，且營運多為勞力密集的生產型態而雇有外籍勞工，是以影響每股盈餘及平均薪資的計算。","未來依公司政策及營運狀況調整薪資並透過多項員工福利措施回饋予員工，期許員工薪酬與經營績效相對應。",
"化學工業","1727","中華化","160449","226","710","611","16.20%","651","577","12.83%","0.51","909","2.00","N","N","N","","",
"化學工業","1730","花仙子","120141","126","954","899","6.12%","823","817","0.73%","3.95","909","2.00","N","N","N","","",
"生技醫療業","1731","美吾華","140972","187","754","721","4.58%","668","614","8.79%","1.30","841","3.76","N","N","N","","",
"化學工業","1732","毛寶","78057","141","554","524","5.73%","469","450","4.22%","0.30","909","2.00","N","N","N","","",
"生技醫療業","1733","五鼎","400559","636","630","587","7.33%","522","459","13.73%","1.28","841","3.76","N","N","N","","",
"生技醫療業","1734","杏輝","490797","763","643","640","0.47%","561","532","5.45%","1.68","841","3.76","N","N","N","","",
"化學工業","1735","日勝化","164521","187","880","788","11.68%","784","703","11.52%","0.97","909","2.00","N","N","N","","",
"運動休閒","1736","喬山","942374","1196","788","719","9.60%","638","599","6.51%","8.02","872","5.72","N","Y","N","本公司基層人力約佔總人數七成，其中外籍移工、勞務外遣人員及在職未滿一年約佔30%。且113年度因部分產品生產策略調整，新進人員較多；新進人員平均薪資及變動獎金較低，影響整體薪資平均數。","未來本公司仍會秉持價值共享、利潤分享之理念，持續提升員工薪資福利。",
"食品工業","1737","臺鹽","478711","457","1048","1012","3.56%","954","924","3.25%","1.86","872","2.95","N","N","N","","",
"生技醫療業","1752","南光","384209","617","623","579","7.60%","550","506","8.70%","2.41","841","3.76","N","N","N","","",
"生技醫療業","1760","寶齡富錦","278787","355","785","742","5.80%","645","598","7.86%","1.45","841","3.76","N","N","N","","",
"生技醫療業","1762","中化生","218917","313","699","861","-18.82%","648","758","-14.51%","0.95","841","3.76","N","N","N","","",
"化學工業","1773","勝一","475363","447","1063","1014","4.83%","946","870","8.74%","7.21","909","2.00","N","N","N","","",
"化學工業","1776","展宇","63262","95","666","622","7.07%","624","498","25.30%","0.78","909","2.00","N","N","N","","",
"生技醫療業","1783","和康生","108184","133","813","774","5.04%","670","607","10.38%","2.13","841","3.76","N","N","N","","",
"生技醫療業","1786","科妍","71526","95","753","715","5.31%","685","616","11.20%","3.51","841","3.76","N","N","N","","",
"生技醫療業","1789","神隆","625892","707","885","853","3.75%","829","780","6.28%","0.43","841","3.76","N","N","N","","",
"生技醫療業","1795","美時","750018","680","1103","1143","-3.50%","815","840","-2.98%","19.35","841","3.76","N","N","Y","因應業績成長、配合產能的擴充，本公司於113年度增聘近百名基層員工，使基層員工比例提升，致平均薪資微幅下降","公司參與市場薪資調查, 並於新進員工敘薪、年度調薪、獎金以及各項薪酬活動中保持員工薪酬的競爭性",
"玻璃陶瓷","1802","台玻","2564362","3761","682","613","11.26%","647","583","10.98%","-0.54","670","-0.27","N","N","N","","",
"建材營造","1805","寶徠","10920","13","840","706","18.98%","780","675","15.56%","2.96","974","2.65","N","Y","N","本公司113年度因建案完工入帳，致EPS大幅成長創歷年新高，非經理人之全時員工薪資平均數雖低於同業水準，但較112年度成長19%。","未來公司營運預期漸趨穩定，並將依證券交易法第14條第6項規定於114年修訂公司章程，訂明如有年度盈餘應提撥一定比例員工酬勞分派予基層員工，以提升員工薪資水準，共享公司營運績效。",
"玻璃陶瓷","1806","冠軍","433506","669","648","675","-4.00%","588","603","-2.49%","0.31","670","-0.27","N","Y","Y","非擔任主管職務之全時員工以工廠基層員工為主，因113年度進行部分產線整改停產使得員工加班費大幅減少，及113年度部分高薪資深員工離退，新進外籍員工比例增加，致薪資平均數較前一年度減少，惟評估變動尚屬合理。","冠軍公司已於114年3月起調薪平均調幅為3%~5%，未來將依公司政策及營運狀況調整薪資報酬方案並透過多項員工福利措施回饋予員工，期許員工薪酬與經營績效相對應。",
"建材營造","1808","潤隆","70229","80","878","1067","-17.71%","783","947","-17.32%","2.28","974","2.65","N","N","N","","",
"玻璃陶瓷","1809","中釉","168437","225","749","720","4.03%","642","622","3.22%","0.33","670","-0.27","N","N","N","","",
"玻璃陶瓷","1810","和成","552125","924","598","584","2.40%","525","508","3.35%","0.19","670","-0.27","N","Y","N","公司仍在台生產，生產主力仍在台灣，故基層人員及外籍移工人員佔相當比率，相對於其他不在台生產廠商或磁磚業少用人力，公司相對有較高比例基層作業員及移工，故平均薪資跟著被拉低。","因公司尚有獲利,預計於下半年度調薪,以提高人員平均薪資.",
"玻璃陶瓷","1817","凱撒衛","124675","154","810","757","7.00%","687","633","8.53%","4.37","670","-0.27","N","N","N","","",
"造紙工業","1903","士紙","26394","44","600","560","7.14%","576","531","8.47%","-0.08","799","0.40","N","N","N","","",
"造紙工業","1904","正隆","2971238","3516","845","844","0.12%","793","786","0.89%","0.55","799","0.40","N","N","N","","",
"造紙工業","1905","華紙","1480926","1994","743","727","2.20%","691","673","2.67%","-0.23","799","0.40","N","N","N","","",
"造紙工業","1906","寶隆","5939","8","742","734","1.09%","820","805","1.86%","0.25","799","0.40","N","N","N","","",
"造紙工業","1907","永豐餘","3434534","4376","785","775","1.29%","703","691","1.74%","0.98","799","0.40","N","Y","N","本公司改制投控公司多年，獲利來自投資收益；113年造紙相關重要子公司獲利貢獻仍低，公司雖連年辦理調薪，惟仍受年度獎金較前一年度減少(因連結相關公司損益表現計算)而影響年薪平均數。","透過加速設備自動化提升機台生產效益、盤點作業流程與人力、控管費用支出等方式，改善造紙相關子公司獲利狀況，期能創造更大的調薪空間，並透過年度獎金發放共享經營成果，進而提高整體薪酬待遇。",
"造紙工業","1909","榮成","745399","963","774","751","3.06%","740","721","2.64%","-0.28","799","0.40","N","N","N","","",
"鋼鐵工業","2002","中鋼","12416648","9639","1288","1240","3.87%","1215","1156","5.10%","0.13","1016","0.69","N","N","N","","",
"鋼鐵工業","2006","東和鋼鐵","2235933","2026","1104","1136","-2.82%","1041","1073","-2.98%","6.13","1016","0.69","N","N","N","","",
"鋼鐵工業","2007","燁興","293157","430","682","625","9.12%","657","588","11.73%","-2.04","1016","0.69","N","N","N","","",
"鋼鐵工業","2008","高興昌","113817","196","581","550","5.64%","507","480","5.63%","0.26","1016","0.69","N","N","N","","",
