產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"數位雲端","5287","數字","143383","169","848","781","742","712","13.12","769","4.60","N","N","N","",
"電腦及週邊設備業","5289","宜鼎","678749","649","1046","907","765","701","21.46","890","5.09","N","N","N","",
"電子零組件業","5291","邑昇","182099","281","648","630","549","545","4.42","723","2.41","N","Y","N","本公司非擔任主管職務之員工主要以直接人力居多，約占全員之75%，且員工薪資平均數較去年成長，故主要原因為人力結構造成平均薪資與同業的落差。",
"半導體業","5299","杰力","239054","76","3145","3615","2690","3142","15.89","1299","7.47","N","N","N","",
"觀光餐旅","5301","寶得利","8778","14","627","512","482","470","-0.66","549","0.33","N","N","N","",
"半導體業","5302","太欣","36174","33","1096","963","957","964","-0.32","1299","7.47","N","N","N","",
"電子零組件業","5309","系統電","256846","309","831","737","612","547","2.14","723","2.41","N","N","N","",
"資訊服務業","5310","天剛","6458","11","587","546","573","601","-1.07","926","3.59","N","N","N","",
"生技醫療業","5312","寶島科","612873","820","747","686","632","587","2.83","755","1.02","N","Y","N","本公司雖屬生技產業，但因為沒有從事製造及研發，僅進行通路銷售，所以本公司大多數員工係為基礎門市銷售人員，非一般生技公司的高端技術研發人員，導致本公司員工平均薪資略低於生技產業平均薪資。",
"半導體業","5314","世紀","5566","10","557","577","573","566","-0.18","1299","7.47","N","N","Y","因110年度經營權異動，支付非擔任主管薪資務員工之資遣費，造成111年較110年非經理人之全時員工薪資平均數減少。",
"光電業","5315","光聯","252179","489","516","503","435","443","2.38","838","3.27","N","N","N","",
"數位雲端","5321","美而快","26914","43","626","601","484","479","4.60","769","4.60","N","N","N","1、因集團分工，資訊及行銷等專業人員集中在子公司美而快實業，本公司以勞務委外予該子公司，因此非主管職薪酬平均值較低
2、本公司董事會已通過發行員工認股權憑證、限制員工權利新股，並配合KPI實施提升員工福利",
"建材營造","5324","士開","41883","37","1132","1104","1113","1085","-0.92","937","0.75","N","N","N","",
"電子零組件業","5328","華容","18843","24","785","677","724","632","0.43","723","2.41","N","N","N","",
"電子零組件業","5340","建榮","184178","311","592","584","522","525","0.43","723","2.41","N","N","N","",
"半導體業","5344","立衛","114650","196","585","597","488","526","-0.23","1299","7.47","N","N","N","",
"其他","5345","天揚","16336","22","743","842","623","637","-1.22","687","2.00","N","N","N","",
"半導體業","5347","世界","10446038","5625","1857","1778","1179","1184","9.32","1299","7.47","N","N","N","",
"通信網路業","5348","系通","23710","36","659","655","591","594","0.16","879","2.74","N","N","N","",
"半導體業","5351","鈺創","405981","271","1498","1706","1316","1412","0.50","1299","7.47","N","N","N","",
"通信網路業","5353","台林","290189","366","793","693","672","609","1.81","879","2.74","N","N","N","",
"電子零組件業","5355","佳總","140799","314","448","499","412","475","-0.46","723","2.41","Y","N","Y","1.因產業特性，作業人員及外籍員工占全公司員工的比率為74%，故拉低整體水準。
2.因近年來公司虧損，加班費減少且無額外季獎金、績效獎金及員工酬勞。",
"電腦及週邊設備業","5356","協益","194718","351","555","506","506","437","-0.60","890","5.09","N","N","N","",
"觀光餐旅","5364","力麗店","38530","71","543","458","443","374","-1.17","549","0.33","N","N","N","",
"光電業","5371","中光電","1914785","1538","1245","1192","1137","1131","6.03","838","3.27","N","N","N","",
"電子零組件業","5381","合正","25652","41","626","617","547","550","0.10","723","2.41","N","N","N","",
"其他電子業","5383","金利","155787","282","552","530","501","499","0.20","891","4.29","N","N","N","",
"電腦及週邊設備業","5386","青雲","22176","27","821","815","731","699","1.90","890","5.09","N","N","N","",
"光電業","5392","能率","9435","11","858","667","833","662","-0.58","838","3.27","N","N","N","",
"其他","5398","慕康生醫","22996","35","657","720","566","635","-0.14","687","2.00","N","N","N","",
"資訊服務業","5403","中菲","458027","345","1328","1212","1085","1009","6.86","926","3.59","N","N","N","",
"資訊服務業","5410","國眾","264736","331","800","699","725","640","3.24","926","3.59","N","N","N","",
"半導體業","5425","台半","421992","562","751","682","585","541","6.28","1299","7.47","N","N","N","",
"電腦及週邊設備業","5426","振發","185248","325","570","578","487","516","1.13","890","5.09","N","N","Y","1.111年外勞人數為91人.佔我司全體員工人數2-3成,且外籍勞工支領基本工資,故平均薪資會因此降低。
2.同業與我司規模不同,產品屬性也有差異,因此招募之員工專業也不盡相同,故應無法客觀相比。",
"光電業","5432","新門","9707","20","485","469","448","437","1.92","838","3.27","Y","N","N","本公司因產線作業員占全體員工比達38.1% 因而拉低平均員工薪資, 使薪資平均數未達50萬元。",
"電腦及週邊設備業","5438","東友","115519","115","1005","1045","935","918","0.81","890","5.09","N","N","Y","主係111年度新聘非經理人主管較110年度增加1.6倍，又111年度產線直接人力較110年度增加；
因此公司薪資級距拉大，故導致非經理人之全時員工薪資平均數較前一年減少，但薪資中位數為增加之情況。",
"電子零組件業","5439","高技","418066","594","704","770","599","663","3.98","723","2.41","N","Y","N","本公司無海外生產基地，產品皆由台灣生產製造，生產線人員約佔全公司人員之65%，相較其他以台灣為管理及研發中心，而生產中心於海外之公司，因人力結構不同，造成平均薪資有所差異。",
"光電業","5443","均豪","472389","409","1155","1043","1022","957","2.41","838","3.27","N","N","N","",
"其他","5450","南良","388531","522","744","736","598","603","1.45","687","2.00","N","N","N","",
"其他電子業","5452","佶優","37614","31","1213","1459","991","1183","0.63","891","4.29","N","N","N","",
"建材營造","5455","昇益","15274","12","1273","1252","1021","997","0.91","937","0.75","N","N","N","",
"電子零組件業","5457","宣德","295471","498","593","639","486","602","4.60","723","2.41","N","Y","N","本公司111年度因全球景氣下滑及通膨等因素致獲利較110年獲利下滑，然非擔任主管職務之全時員工(年度)薪資平均數較前一年度減少比例低於公司年度獲利減少比例，故公司經營績效與全時員工薪資平均數尚屬合理。",
"電子零組件業","5460","同協","54752","86","637","672","540","579","-0.34","723","2.41","N","N","N","",
"電子零組件業","5464","霖宏","156650","350","448","451","417","420","4.05","723","2.41","Y","Y","N","因本公司藍領外籍工人佔全體員工四分之一，外籍工人薪資依契約核給基本工資，不計其他津貼項目，致全體員工薪資平均數未達50萬元。",
"電腦及週邊設備業","5465","富驊","26265","25","1051","1086","985","987","2.02","890","5.09","N","N","Y","因111年度新進人員增加，拉低平均薪資。",
"半導體業","5468","凱鈺","11153","15","744","860","759","799","-0.11","1299","7.47","N","N","N","",
"電腦及週邊設備業","5474","聰泰","175378","133","1319","1309","1048","1079","7.91","890","5.09","N","N","N","",
"電子零組件業","5475","德宏","5900","11","536","445","504","444","-2.71","723","2.41","N","N","N","",
"文化創意業","5478","智冠","353020","387","912","878","798","757","6.90","1105","6.32","N","Y","N","111年每股盈餘較110年增加，已在112年初全面調薪，並增加獎金發放。111年員工薪資平均數為近四年最高，並持續優化薪酬福利。公司主要據點分北、高兩區，兩區合併與同區同產業文化創意業公司相比，不一定具關聯性。",
"其他","5481","新華","5149","6","858","815","651","802","-0.14","687","2.00","N","N","N","",
"半導體業","5483","中美晶","944805","660","1432","1302","1381","1243","14.87","1299","7.47","N","N","N","",
"半導體業","5487","通泰","43948","45","977","1135","988","1077","-0.08","1299","7.47","N","N","N","",
"電子零組件業","5488","松普","38622","64","603","567","579","550","0.20","723","2.41","N","N","N","",
"其他電子業","5489","彩富","292853","345","849","878","609","649","2.89","891","4.29","N","N","Y","111年因匯率波動認列業外淨兌換利益為EPS成長主因,但111年營業淨利實較110年下降;
111年又因1.年資較深員工離職2.績效獎勵制度制訂時以到職滿一年為基本條件,故薪資平均數稍降,但差異不大。",
"電腦及週邊設備業","5490","同亨","151451","147","1030","985","954","905","-1.79","890","5.09","N","N","N","",
"其他電子業","5493","三聯","70828","69","1026","945","994","899","4.22","891","4.29","N","N","N","",
"電子零組件業","5498","凱崴","88800","156","569","564","527","536","0.01","723","2.41","N","N","N","",
"建材營造","5508","永信建","36261","27","1343","1242","1259","1191","7.05","937","0.75","N","N","N","",
"建材營造","5511","德昌","280178","289","969","882","888","634","4.78","937","0.75","N","N","N","",
"建材營造","5512","力麒","27121","31","875","895","883","856","0.06","937","0.75","N","N","N","",
"建材營造","5514","三豐","10729","12","894","887","879","820","-0.07","937","0.75","N","N","N","",
"建材營造","5516","雙喜","130181","178","731","659","629","537","2.83","937","0.75","N","Y","N","本公司111年度外籍勞工佔全時員工30.4%故壓低薪資平均數。",
"建材營造","5520","力泰","182610","142","1286","1089","1233","1076","5.95","937","0.75","N","N","N","",
"建材營造","5523","豐謙","10527","13","810","836","692","694","3.03","937","0.75","N","Y","N","(1)每股盈餘3.03元，主要係認列子公司業外收入約4.5億元(處分資產)。本業獲利約計每股盈餘0.11元，較同業表現差。
(2)因本業獲利不理想，故年獎提撥數相對減少。另員工績效佳者，均會反映在調薪及年獎獎勵。",
"建材營造","5529","鉅陞","11811","18","656","991","523","572","-0.71","937","0.75","N","N","Y","EPS成長為111年下半年開始有銷售收入，但員工薪資調整每年年中，故導致有此落差。",
"其他","5530","龍巖","434569","477","911","915","728","749","3.16","687","2.00","N","N","N","",
"其他電子業","5536","聖暉*","397700","318","1251","1189","1048","998","16.84","891","4.29","N","N","N","",
"航運業","5601","台聯櫃","5150","7","736","728","696","661","0.44","1091","8.41","N","N","N","",
"航運業","5603","陸海","223182","262","852","938","802","903","1.89","1091","8.41","N","N","N","",
"其他","5604","中連","2675","4","669","662","676","663","0.85","687","2.00","N","N","N","",
"航運業","5609","中菲行","238624","144","1657","1156","1152","821","18.71","1091","8.41","N","N","N","",
"觀光餐旅","5701","劍湖山","109170","258","423","417","367","347","-0.29","549","0.33","Y","N","N","本公司主營主題樂園與渡假飯店，基層員工佔比高，影響整體平均薪資。",
"觀光餐旅","5703","亞都麗緻","86932","186","467","468","428","488","-1.22","549","0.33","Y","N","Y","1.因疫情影響，許多資深同仁選擇在此時離職退休，替補之新進同仁薪資水平低於資深同仁所致。
2.於111年疫情影響漸緩，營收亦有逐漸成長，同仁平均薪資較前一度減少，主因係新進同仁薪資水平低於資深同仁所致。",
"觀光餐旅","5704","老爺知","90102","182","495","488","419","421","2.44","549","0.33","Y","Y","N","1.本公司位處台東，薪資及消費水平相較國內其他縣市低；但相較同區域同業薪資水平並無偏低。
2.休閒飯店業所需基層服務人員數量較多、佔比較高，故使得薪資平均數降低。",
"金融業","5864","致和證","87862","175","502","736","467","659","-0.84","922","0.06","N","N","N","",
"金融業","5878","台名","27553","46","599","619","535","531","2.64","922","0.06","N","Y","N","本公司111年持續調升員工薪資，固定薪酬呈現增長，但因年度人力異動調整致薪資平均數與中位數略減。另因保經公司員工為內勤行政，與金控銀行含業務銷售人員結構不同。",
"居家生活","5902","德記","74146","90","824","860","729","721","1.95","642","6.68","N","N","Y","111年3位非經理人職務異動為經理人，此3員110年度薪酬共計6.07佰萬元，是以造成111年度非經理人全時員工平均薪資較110年度衰退。",
"居家生活","5903","全家","2328216","2922","797","770","745","716","8.25","642","6.68","N","N","N","",
"居家生活","5904","寶雅","1701425","3283","518","488","463","426","20.26","642","6.68","N","Y","N","1.公司屬零售業直營型態（非加盟）的自助型賣場，有90%人力屬第ㄧ線服務人員(含25%計時人員)。且因大規模展店，晉用高比例新人及職場新鮮人予以培訓，影響平均薪資。
2.公司每年依員工績效考核結果予以晉升、調薪。",
"觀光餐旅","5905","南仁湖","75986","193","394","356","365","338","-0.80","549","0.33","Y","N","N","111年度扣除轉投資收益後，本公司稅前淨損為181,910千元。勞動部薪資查詢系統，同業非擔任主管職員工總薪資為22,530元~42,457元 (月)。本公司年度薪資平均數為394千元(每月為32,833元)，與同業並無重大差異。",
"金融業","6015","宏遠證","372447","425","876","1416","711","1237","-0.63","922","0.06","N","N","N","",
"金融業","6016","康和證","534126","587","910","1517","743","1129","-0.25","922","0.06","N","N","N","",
"金融業","6020","大展證","40944","64","640","791","627","756","-1.07","922","0.06","N","N","N","",
"金融業","6021","美好證","321189","336","956","1161","783","963","0.17","922","0.06","N","N","N","",
"金融業","6023","元大期貨","457958","368","1244","1164","1054","959","3.95","922","0.06","N","N","N","",
"金融業","6026","福邦證","176190","188","937","1482","831","1207","-0.73","922","0.06","N","N","N","",
"文化創意業","6101","寬魚國際","11777","19","620","631","588","605","-0.35","1105","6.32","N","N","Y","111年度EPS-0.35雖較110年度EPS-0.63成長，惟公司並未擺脫疫情影響仍處虧損狀態；111年度因有薪資較高的員工離職，且職務懸宕約2個月，又新進員工因試用期間薪資較低，致111年度薪資平均數與中位數皆略有些微下降。",
"半導體業","6103","合邦","2382","5","476","441","427","467","-0.79","1299","7.47","Y","N","N","因111年本公司持續虧損，未執行調薪事宜，故造非經理人之全時員工薪資平均數未達50萬元。",
"半導體業","6104","創惟","575478","282","2041","1916","1766","1696","4.60","1299","7.47","N","N","N","",
"通信網路業","6109","亞元","40670","57","714","703","651","687","1.17","879","2.74","N","N","N","",
"文化創意業","6111","大宇資","85204","113","754","734","667","666","7.48","1105","6.32","N","Y","N","111年度進用人數較前一年度多且多屬資淺人員
111年度EPS獲利表現較同業為佳，主要為處分IP無形資產所產生之尾款利益。",
"電子通路業","6113","亞矽","42832","45","952","900","918","873","1.53","814","1.29","N","N","N","",
"電子零組件業","6114","久威","28907","36","803","760","705","657","2.64","723","2.41","N","N","N","",
"電子通路業","6118","建達","131100","221","593","599","522","528","0.37","814","1.29","N","N","N","",
"電腦及週邊設備業","6121","新普","557080","403","1382","1334","1172","1168","39.12","890","5.09","N","N","N","",
"電機機械","6122","擎邦","182344","199","916","836","863","797","1.79","688","2.36","N","N","N","",
"資訊服務業","6123","上奇","38687","45","860","809","810","719","5.49","926","3.59","N","Y","N","本公司111年度海外子公司淨利，佔母公司稅前淨利69%，故台灣區員工薪資佔集團比重較低。另非擔任主管職務之全時員工111年度薪資平均數較110年成長6.30%，薪資中位數較110年成長12.66%。",
"電子零組件業","6124","業強","12657","19","666","718","598","609","0.46","723","2.41","N","N","N","",
"光電業","6125","廣運","325690","332","981","856","835","759","1.91","838","3.27","N","N","N","",
"電子零組件業","6126","信音","16985","21","809","787","792","760","1.85","723","2.41","N","N","N","",
"電子零組件業","6127","九豪","117790","223","528","567","489","520","-0.31","723","2.41","N","N","N","",
"半導體業","6129","普誠","187604","171","1097","932","981","838","0.93","1299","7.47","N","N","N","",
"生技醫療業","6130","星寶國際","7822","11","711","477","500","405","0.03","755","1.02","N","N","N","",
"電子零組件業","6134","萬旭","92749","124","748","666","654","616","-0.91","723","2.41","N","N","N","",
"半導體業","6138","茂達","466725","278","1679","1813","1434","1515","13.30","1299","7.47","N","N","Y","(1)111年度EPS較110年度成長係匯兌利益增加所致。(2)111年度非經理人全時員工薪資平均數較110年度減少，係110年度除原有年獎及員酬外，增加尾牙獎金、激勵獎金及防疫津貼等發放所致。",
"資訊服務業","6140","訊達電腦","79754","121","659","576","537","462","1.17","926","3.59","N","N","N","",
"通信網路業","6143","振曜","388042","490","792","726","669","612","4.20","879","2.74","N","Y","N","本公司主要產品的製造、生產皆位於台灣，製造生產人力佔總人數52.5%，其中外籍移工佔全體21.3%，絕大部分屬於基層生產人員，致薪資平均數低於同業水準。",
"文化創意業","6144","得利影","35966","67","537","519","484","483","-0.19","1105","6.32","N","N","N","",
"其他電子業","6146","耕興","706729","627","1127","996","840","761","15.85","891","4.29","N","N","N","",
"半導體業","6147","頎邦","5374934","5474","982","964","827","826","8.41","1299","7.47","N","Y","N","半導體業含晶片設計、晶圓製造及後段封測，員工結構差異大，致平均薪資不盡具可比較性.",
"資訊服務業","6148","驊宏資","33292","46","724","775","648","671","0.83","926","3.59","N","N","N","",
"電腦及週邊設備業","6150","撼訊","115015","147","782","1707","680","1561","-1.78","890","5.09","N","N","N","",
"其他電子業","6151","晉倫","57645","82","703","817","600","688","1.87","891","4.29","N","N","N","",
"電子通路業","6154","順發","245657","515","477","471","437","411","1.11","814","1.29","Y","N","N","本公司之產業類別隸屬電子通路業，但產業中包含製造商、代理商等，比較基準不同，
以3C零售業而言，本公司之獲利表現並未優於零售通路同業；
參考業界薪資調查報告之數據，薪資符合門市零售行業之合理水準。",
"電子零組件業","6156","松上","17521","18","973","1050","848","1207","2.52","723","2.41","N","N","Y","本公司EPS較前一年度成長，非經理人之全時員工薪資平均數較前一年減少，係因本公司非經理人之全時員工人數增加，主要增加間接的基層人員，故薪資平均數較去年同期為低。",
"電子零組件業","6158","禾昌","107446","116","926","1028","804","876","1.20","723","2.41","N","N","N","",
"電腦及週邊設備業","6160","欣技","152019","185","822","837","736","727","0.47","890","5.09","N","N","N","",
"電腦及週邊設備業","6161","捷波","53608","55","975","881","765","711","3.50","890","5.09","N","N","N","",
"通信網路業","6163","華電網","627099","631","994","1014","828","854","1.06","879","2.74","N","N","N","",
"光電業","6167","久正","124794","221","565","505","518","457","1.54","838","3.27","N","N","N","",
"文化創意業","6169","昱泉","5339","9","593","511","526","487","0.24","1105","6.32","N","N","N","",
"通信網路業","6170","統振","42363","52","815","790","591","586","2.73","879","2.74","N","N","N","",
"建材營造","6171","大城地產","7695","12","641","600","637","596","3.46","937","0.75","N","Y","N","本公司111年度EPS較前一年度減少，但於111年1月有調整非擔任主管員工薪資3%以上，已確實反映於員工薪酬上。",
"電子零組件業","6173","信昌電","535823","714","750","847","555","680","2.96","723","2.41","N","N","N","",
"電子零組件業","6174","安碁","118341","215","550","582","483","528","3.06","723","2.41","N","Y","Y","相比110年員工總數增加,主要來自基層員工,以致平均薪資拉低,且111年員工酬勞須於112年股東會通過後才能發放.",
"電子零組件業","6175","立敦","55916","69","810","737","749","722","3.52","723","2.41","N","N","N","",
"其他","6179","亞通","107784","123","876","1005","806","936","-0.90","687","2.00","N","N","N","",
"文化創意業","6180","橘子","491066","479","1025","974","758","761","7.29","1105","6.32","N","Y","N","主係111年度新進基層同仁佔比較高所導致的。",
"半導體業","6182","合晶","828474","947","875","776","796","709","4.00","1299","7.47","N","N","N","",
"電子零組件業","6185","幃翔","8036","15","536","477","505","398","0.29","723","2.41","N","N","N","",
"建材營造","6186","新潤","51628","33","1564","1365","1434","975","2.24","937","0.75","N","N","N","",
"其他電子業","6187","萬潤","318572","266","1198","1121","1040","962","6.15","891","4.29","N","N","N","",
"電腦及週邊設備業","6188","廣明","247913","167","1485","1428","1202","1141","3.91","890","5.09","N","N","N","",
"通信網路業","6190","萬泰科","219469","212","1035","872","881","784","3.04","879","2.74","N","N","N","",
"電子零組件業","6194","育富","2297","4","574","574","554","553","0.12","723","2.41","N","N","N","",
"居家生活","6195","詩肯","207504","326","637","640","577","562","4.30","642","6.68","N","N","N","",
"半導體業","6198","瑞築","6765","9","752","797","643","673","-0.85","1299","7.47","N","N","N","",
"其他","6199","天品","4674","7","668","682","330","140","-0.03","687","2.00","N","N","N","",
"電子零組件業","6203","海韻電","91074","103","884","900","687","736","5.63","723","2.41","N","N","N","",
"電子零組件業","6204","艾華","41644","65","641","540","540","488","0.92","723","2.41","N","N","N","",
"電子零組件業","6207","雷科","120108","174","690","678","621","632","1.82","723","2.41","N","N","N","",
"電子零組件業","6208","日揚","382315","392","975","923","826","784","4.19","723","2.41","N","N","N","",
"電子零組件業","6210","慶生","157768","254","621","610","571","568","0.80","723","2.41","N","N","N","",
"建材營造","6212","理銘","25107","19","1321","1299","1201","1137","1.75","937","0.75","N","N","N","",
"電子零組件業","6217","中探針","165474","255","649","648","531","484","2.06","723","2.41","N","N","N","",
"通信網路業","6218","豪勉","137040","144","952","1020","829","916","0.36","879","2.74","N","N","N","",
"建材營造","6219","富旺","20793","33","630","1075","592","651","-6.35","937","0.75","N","N","N","",
"電子零組件業","6220","岳豐","117445","143","821","645","648","600","5.87","723","2.41","N","N","N","",
"資訊服務業","6221","晉泰","227178","219","1037","1046","879","941","3.97","926","3.59","N","N","Y","本公司111年度非經理人之員工人數增加30人(增加15.87%), 新進員工大多屬於薪資稍低的基層工程師, 故平均薪資1037千元較去年的1046千元略低。不過，本公司111年平均薪資1037千元仍高於同業平均951千元，故應屬合理。",
"光電業","6222","上揚","2829","6","472","457","346","463","0.37","838","3.27","Y","N","N","本公司目前尚屬虧損階段，待公司營運改善轉虧為盈後,再評估調整計畫。",
"半導體業","6223","旺矽","2049632","1619","1266","1156","1103","1008","12.89","1299","7.47","N","Y","N","本次調查將所有半導體產業同時評比，未區分中下游廠商，但上游IC設計與晶圓製造廠商，多屬研發人員，薪資會高於中下游之製造廠商，同時評比對下游產業不公平。建議應以細分後之產業類別進行評比，較能呈現實際狀況。",
"電子通路業","6227","茂綸","265903","204","1303","1140","1219","1135","7.60","814","1.29","N","N","N","",
"電腦及週邊設備業","6228","全譜","17841","28","637","625","582","560","-0.64","890","5.09","N","N","N","",
"半導體業","6229","研通","20487","23","891","1110","837","965","2.22","1299","7.47","N","N","N","",
"資訊服務業","6231","系微","536253","455","1179","1133","955","963","7.46","926","3.59","N","N","N","",
"半導體業","6233","旺玖","81972","71","1155","1138","1046","1028","0.50","1299","7.47","N","N","N","",
"光電業","6234","高僑","82412","144","572","578","435","457","1.83","838","3.27","N","N","Y","1.本年度獲利雖較去年增加，但薪資與同區域比較尚屬合理，且公司每年針對表現較佳員工，皆會進行調薪事宜。
2.因年度新人短期異動較大，故影響平均數。",
"其他","6236","康呈","7549","14","539","506","542","460","-0.73","687","2.00","N","N","N","",
"半導體業","6237","驊訊","146449","121","1210","1362","1100","1261","-1.63","1299","7.47","N","N","N","",
"其他","6240","松崗","865","2","433","513","500","513","2.14","687","2.00","Y","Y","Y","本公司非經理人全員薪資較前年度低主要係111年有員工請育嬰假,另本公司EPS獲利較同業佳主要係來自業外投資收入，本業仍虧損故未對員工調整薪資",
"通信網路業","6241","易通展","73671","114","646","644","547","540","-1.43","879","2.74","N","N","N","",
"生技醫療業","6242","立康","59980","102","588","522","517","423","4.81","755","1.02","N","Y","N","公司營運型態偏向零售之服務業，相對聘用之員工大多數為現場客服人員居多，對學歷與技術層面之標準屬中間層次，導致薪資水準相對較生技醫療業同業水準低。對此，公司將會以獎金制度、員工持股會等機制來激勵員工。",
"光電業","6244","茂迪","451541","613","737","726","635","642","0.73","838","3.27","N","N","N","",
"通信網路業","6245","立端","625962","669","936","880","712","698","8.52","879","2.74","N","N","N","",
"光電業","6246","臺龍","11251","15","750","754","713","726","0.58","838","3.27","N","N","N","",
"鋼鐵工業","6248","沛波","47913","71","675","644","634","635","3.32","839","3.48","N","N","N","",
"電子零組件業","6259","百徽","13503","19","711","652","760","641","1.14","723","2.41","N","N","N","",
"半導體業","6261","久元","1021645","992","1030","959","828","808","6.65","1299","7.47","N","N","N","",
"通信網路業","6263","普萊德","116741","137","852","777","740","708","7.01","879","2.74","N","Y","N","本司EPS較高主係品牌效益每年調薪3%以上110年非主管職員工平均調薪達4.2%111年非主管職員工平均調薪達7.7%每年發放之員工酬勞皆優於章程所訂比例員工平均年資達9年尚有員工健檢休假制度育及子女教育津貼等福利",
"建材營造","6264","富裔","16685","20","834","692","705","653","-1.86","937","0.75","N","N","N","",
"電子通路業","6265","方土昶","6716","11","611","649","604","563","0.07","814","1.29","N","N","N","",
"電子零組件業","6266","泰詠","241496","379","637","625","587","590","3.00","723","2.41","N","Y","N","本公司於111年下半年營收及獲利增加，人員從110年底增加到466人，111年底增加到509人，增加了43人，因新進人員的起薪較低，故員工薪平均數會較低，本公司持續每年有進行調薪評估調整。",
"電子通路業","6270","倍微","67970","63","1079","1124","976","1088","2.31","814","1.29","N","N","N","",
"電子零組件業","6274","台燿","792324","1004","789","853","685","744","4.69","723","2.41","N","N","N","",
"電子零組件業","6275","元山","255953","459","558","604","424","472","2.80","723","2.41","N","Y","N","本公司主要為出口企業，外銷比例69%，111年受匯兌利益貢獻顯著，故EPS較同業佳。且因第一線員工人數占比高，新進多且年資短，及受晶片短缺，無法全時開工，進而影響薪資平均數。",
"電腦及週邊設備業","6276","安鈦克","20244","25","810","813","712","707","0.75","890","5.09","N","N","N","",
"電子零組件業","6279","胡連","368482","399","924","807","678","714","10.03","723","2.41","N","N","N","",
"電子零組件業","6284","佳邦","501787","812","618","592","493","562","4.22","723","2.41","N","Y","N","本公司民國111年度之經營績效之成長有一部份來自外幣匯率波動產生之匯兌損益，此係公司管理階層對於公司外幣部位之監控及對市場匯率波動之掌握，與公司員工酬勞之水準並無絕對之關聯性。",
"半導體業","6287","元隆","239198","401","597","566","489","478","2.23","1299","7.47","N","N","N","",
"電子零組件業","6290","良維","53143","49","1085","1008","841","789","5.50","723","2.41","N","N","N","",
"半導體業","6291","沛亨","22119","22","1005","960","964","971","4.63","1299","7.47","N","N","N","",
"電子零組件業","6292","迅德","38870","39","997","880","692","667","3.94","723","2.41","N","N","N","",
"文化創意業","6294","智基","173768","336","517","508","469","467","9.97","1105","6.32","N","Y","N","一、本公司員工組成年輕化，年資較淺。
二、本公司主要從事補教業務，薪資已高於一般補教業水準，但本公司仍每半年會依員工績效調整薪資。
三、隨著公司成長，未來薪資調整幅度會逐一修正，以期達到文創業之水平。",
"半導體業","6411","晶焱","202726","112","1810","2976","1459","837","4.97","1299","7.47","N","N","N","",
"通信網路業","6417","韋僑","232185","380","611","552","487","460","4.50","879","2.74","N","Y","N","本公司以生產少量多樣且客製化之產品為主，生產過程需大量人力投入，難以全自動化生產，因此員工結構中直接作業人員(包含外籍移工)比率超過半數，致整體平均薪資低於同業水準。",
"電子零組件業","6418","詠昇","21685","39","556","502","531","474","0.76","723","2.41","N","N","N","",
"光電業","6419","京晨科","25983","35","742","756","552","602","5.45","838","3.27","N","Y","Y","雖然本公司111年EPS相較同業平均數高，惟(1)公司本業狀況雖有好轉，但仍處於虧損狀況。(2)111年主要獲利係營業外收入產生，導致EPS優於同業。綜上，本公司並未有營業狀況優於同業，但平均薪資較同業仍偏低之情形。",
"電機機械","6425","易發","127030","165","770","690","716","641","1.12","688","2.36","N","N","N","",
"電子零組件業","6432","今展科","61457","79","778","842","675","760","1.50","723","2.41","N","N","N","",
"半導體業","6435","大中","163602","85","1925","1983","1879","1829","13.64","1299","7.47","N","N","Y","係非擔任主管職務之全時員工人數增加幅度相較去年度增加，致此差異。兩年度變化不大，屬合理範圍。",
"電腦及週邊設備業","6441","廣錠","42729","83","515","525","469","459","0.02","890","5.09","N","N","Y","主因111年度數位資深員工離職，
造成薪資較高的員工人數減少，
故平均薪資費用較110年度減少",
"生技醫療業","6446","藥華藥","270448","232","1166","1153","907","918","-4.84","755","1.02","N","N","N","",
"半導體業","6457","紘康","100805","81","1245","1904","1122","1746","1.98","1299","7.47","N","N","N","",
"生技醫療業","6461","益得","62733","70","896","876","769","723","-2.82","755","1.02","N","N","N","",
"半導體業","6462","神盾","452937","261","1735","1494","1388","1228","-12.31","1299","7.47","N","N","N","",
"通信網路業","6465","威潤","44980","56","803","848","751","721","-2.85","879","2.74","N","N","N","",
"生技醫療業","6469","大樹","758469","1390","546","504","496","459","7.85","755","1.02","N","Y","N","本公司屬零售通路業，門市人員居多，因同質工作選擇性多致流動率高，較難以平均薪資評論，公司對於員工有進階考核、升遷，近年調薪4%~10%，亦投入大量培訓成本及提升各項福利，致力提供具成長且福利健全之工作環境。",
