產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"居家生活","2916","滿心","353901","637","556","543","2.39%","500","480","4.17%","3.96","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"文化創意業","2926","誠品生活","874025","1120","780","765","1.96%","636","632","0.63%","0.54","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"居家生活","2937","集雅社","328346","386","851","792","7.45%","709","674","5.19%","4.06","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"居家生活","2941","米斯特","126806","249","509","499","2.00%","462","444","4.05%","2.35","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"居家生活","2947","振宇五金","356121","718","496","479","3.55%","445","431","3.25%","3.17","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","Y","N","N","我司屬零售業，基層人員比例高，招募對象多元(產學合作及招募僑生)，重視學習與配合度；因應展店及整體就業市場工作機會多，人員穩定性不足，新進人員與社會新鮮人居多，工作培訓及適應階段，影響整體平均薪資。","我司已進行薪酬調整，以營運績效及行業市場行情為依據，114年度營收與獲利穩定成長，針對第一線人員進行調薪，維持市場競爭力。我司每年定期檢視市場薪資水準與各項統計資料，持續研擬員工薪資福利調整及優化。",
"居家生活","2948","寶陞","20349","23","885","868","1.96%","849","849","0.00%","2.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"數位雲端","2949","欣新網","155834","191","816","789","3.42%","697","680","2.50%","3.63","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"文化創意業","3064","泰偉","40221","49","821","835","-1.68%","691","692","-0.14%","-3.51","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"光電業","3066","李洲","16071","29","554","550","0.73%","492","494","-0.40%","-1.40","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"居家生活","3067","全域","5152","8","644","656","-1.83%","671","677","-0.89%","-0.84","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","Y","(1) 114年度部分非屬經理人之資深員工離職，而後續新進員工之平均薪資不若資深員工。
(2) 114年度受113年度公司虧損所致，無法分配員工酬勞；而113年度尚有分配112年度公司獲利所提撥之員工酬勞。","本公司將致力本業，穩健拓展新業務版塊，以改善公司獲利狀況及增益員工各項薪酬福利。",
"電腦及週邊設備業","3071","協禧","90630","132","687","685","0.29%","618","610","1.31%","0.57","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"綠能環保","3073","天方能源","17124","25","685","764","-10.34%","618","655","-5.65%","0.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","776","3.07","N","N","N","","",
"電子零組件業","3078","僑威","179101","146","1227","1161","5.68%","949","912","4.06%","6.07","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"通信網路業","3081","聯亞","341106","326","1046","870","20.23%","983","757","29.85%","4.66","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"文化創意業","3083","網龍","158264","196","807","792","1.89%","694","661","4.99%","0.43","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"數位雲端","3085","新零售","13193","16","825","517","59.57%","623","556","12.05%","-0.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"文化創意業","3086","華義*","54568","90","606","622","-2.57%","546","537","1.68%","-0.62","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"電腦及週邊設備業","3088","艾訊","699849","651","1075","1096","-1.92%","923","960","-3.85%","4.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"其他電子業","3093","港建*","138384","126","1098","1032","6.40%","1028","985","4.37%","1.22","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"通信網路業","3095","及成","86869","112","776","746","4.02%","683","646","5.73%","-2.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"半導體業","3105","穩懋","2992528","2762","1083","1013","6.91%","911","845","7.81%","4.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電子零組件業","3114","好德","50219","49","1025","962","6.55%","890","751","18.51%","2.22","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","3115","富榮綱","4287","8","536","680","-21.18%","590","525","12.38%","-0.44","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","本公司114年度受市場競爭及產業景氣影響，致營運虧損、EPS低於同業。為維持公司穩健經營並兼顧基層員工基本生活保障，非主管員工薪酬仍維持審慎控管，故低於同業水準。","本公司將積極拓展新客戶並優化產品結構，致力提升獲利能力。未來營運若轉虧為盈，將優先調整非主管員工之薪資與獎金制度，逐步縮小與同業差距，以落實員工利益與經營成果共享之薪酬政策。",
"生技醫療業","3118","進階","121190","117","1036","972","6.58%","832","812","2.46%","2.46","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"半導體業","3122","笙泉","68147","60","1136","1096","3.65%","1031","1004","2.69%","-1.75","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"光電業","3128","昇銳","207229","316","656","656","0.00%","528","562","-6.05%","1.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"半導體業","3131","弘塑","444049","219","2028","1718","18.04%","1831","1559","17.45%","45.48","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"半導體業","3141","晶宏","191211","143","1337","1268","5.44%","1219","1204","1.25%","0.54","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"資訊服務業","3147","大綜","297709","268","1111","956","16.21%","734","666","10.21%","8.43","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"通信網路業","3152","璟德","198093","264","750","814","-7.86%","585","646","-9.44%","9.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","Y","Y","員工酬勞以各年度稅前淨利扣除員工酬勞及董事酬勞前之金額乘上章程訂定之成數為基礎，2025年受營收下滑影響，產線調配致加班費大幅減少，雖因處分廠房等業外利益使EPS及淨利上升，惟其增幅不足以彌補加班費之減少。","公司本持以經營績效為基礎計算員工酬勞，員工酬勞與經營績效為高度連結，未來將持續精進本業營運效能，以穩定員工收入。",
"資訊服務業","3158","嘉實","266571","224","1190","0","0.00%","1154","0","0.00%","7.27","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"電機機械","3162","精確","4998","5","1000","648","54.32%","962","639","50.55%","1.70","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"通信網路業","3163","波若威","112672","122","924","978","-5.52%","793","813","-2.46%","6.22","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","Y","依據本公司章程規定，年度如有獲利，應提撥5%~15%為員工酬勞，114年度雖員工薪資調整下降 6%，但仍優於同業，並符合公司章程之規定。","未來公司將持續精進本業獲利能力，以提升員工薪酬，創造雙贏。",
"半導體業","3169","亞信","97490","61","1598","1591","0.44%","1404","1399","0.36%","3.67","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"居家生活","3171","炎洲流通","134852","149","905","883","2.49%","574","562","2.14%","4.30","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"生技醫療業","3176","基亞","25326","22","1151","1049","9.72%","1014","906","11.92%","-0.78","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"半導體業","3178","公準","403227","688","586","575","1.91%","520","514","1.17%","-0.46","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"建材營造","3188","鑫龍騰","20307","15","1354","1063","27.38%","944","827","14.15%","4.05","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"電子零組件業","3191","雲嘉南","3430","6","572","594","-3.70%","592","596","-0.67%","0.51","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","公司目前仍處於累積虧損狀態，且去年度新進人員薪資水準普遍較低","1.已給績效較優之員工，自115年7月起加薪，加薪幅度平均約3.22%
2.未來若公司營運如有提升，員工薪資有望進一步增加",
"生技醫療業","3205","佰研","27458","27","1017","648","56.94%","878","528","66.29%","-0.92","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"電子零組件業","3206","志豐","48445","45","1077","1215","-11.36%","1079","1204","-10.38%","2.02","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","3207","耀勝","36987","69","536","605","-11.41%","479","562","-14.77%","-0.82","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電腦及週邊設備業","3211","順達","308389","232","1329","1292","2.86%","1236","1202","2.83%","9.05","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"電腦及週邊設備業","3213","茂訊","234026","271","864","853","1.29%","738","744","-0.81%","7.40","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","Y","N","本公司114年度非經理人全時員工平均薪資為864仟元，較113年成長1.29%。薪酬依營運績效、個人績效、職務及市場水準訂定；因以通路銷售及製造人員為主，平均薪資受人力結構影響，與經營成果及貢獻具合理關聯。","本公司持續推動年度調薪、績效獎酬及福利優化，未來將強化人才培育、職涯發展及獎酬機制，以提升員工薪酬與留任競爭力。",
"電子零組件業","3217","優群","148332","111","1336","1281","4.29%","1119","1040","7.60%","12.69","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"生技醫療業","3218","大學光","344002","281","1224","1173","4.35%","946","908","4.19%","12.31","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"其他電子業","3219","倚強科","140635","97","1450","1342","8.05%","1009","1129","-10.63%","1.52","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"通信網路業","3221","台嘉碩","242011","416","582","562","3.56%","522","507","2.96%","0.08","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"電子通路業","3224","三顧","63819","80","798","764","4.45%","702","684","2.63%","-1.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","N","","",
"電機機械","3226","龍鋒","90396","170","532","518","2.70%","435","433","0.46%","0.24","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"半導體業","3227","原相","1786599","587","3044","3029","0.50%","2931","2864","2.34%","12.38","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"半導體業","3228","金麗科","127557","82","1556","1612","-3.47%","1199","1236","-2.99%","-2.03","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"光電業","3230","錦明","37246","49","760","681","11.60%","592","494","19.84%","-1.60","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"電子通路業","3232","昱捷","32450","40","811","785","3.31%","690","663","4.07%","0.29","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","N","","",
"通信網路業","3234","光環","205737","251","820","746","9.92%","721","639","12.83%","-1.40","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"電子零組件業","3236","千如","112175","175","641","631","1.58%","503","514","-2.14%","0.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"觀光餐旅","3252","海灣","3737","7","534","449","18.93%","453","444","2.03%","0.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","N","N","","",
"半導體業","3259","鑫創","111588","96","1162","1162","0.00%","1098","1091","0.64%","-2.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"半導體業","3260","威剛","1169812","601","1946","1880","3.51%","1459","1195","22.09%","23.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"半導體業","3264","欣銓","1759161","1577","1116","984","13.41%","889","781","13.83%","5.99","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","半導體業含IC設計、晶圓製造及封裝測試，員工結構差異大，致平均薪資不盡具可比較性。本公司薪資平均數年增約13.4%，穩健增長並與獲利趨勢一致。","獲利與員工共享，持續依市場狀況及營運成果，調整薪資結構及員工福利措施，以提升整體薪酬競爭力，確保企業永續發展。",
"半導體業","3265","台星科","334125","336","994","892","11.44%","730","687","6.26%","5.48","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","半導體業包含IC設計、晶圓製造及封裝測試，企業類型與員工組織結構不同;台星科為測試公司，直接人力逾四成，因此造成平均薪資的差異性。","公司將持續落實獲利與員工共享，每年定期調薪，持續優化薪酬與福利制度。",
"半導體業","3268","海德威","22835","34","672","676","-0.59%","653","660","-1.06%","-1.33","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電腦及週邊設備業","3272","東碩","215080","308","698","721","-3.19%","650","631","3.01%","-7.65","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"電子零組件業","3276","宇環","7129","10","713","765","-6.80%","651","777","-16.22%","0.21","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","公司依整體營運績效發放員工酬勞及獎金，114年係因部分員工任職時點，未領取員工酬勞及獎金，以致公司EPS較前一年度增加，惟非經理人之全時員工薪資平均數較前一年度減少。","本公司非經理人全時員工平均薪資變動，主要受員工任職時點差異影響。未來將持續依營運績效、員工貢獻檢視薪酬制度，並完善獎酬規劃，以維持薪酬競爭力及人才留任。",
"其他","3284","太普高","51609","77","670","663","1.06%","668","629","6.20%","2.31","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","Y","N","本公司114年EPS 2.31元，主係營業外收入-採用權益法認列之關聯企業及合資損益之份額增加所致。114年個體稅後淨利較去年成長3%，非擔任主管職務員工平均薪資較上年度增加1%，經營績效與員工薪酬呈正相關。","114年因營業外收入增加致使獲利增加，公司亦增加員工酬勞，公司秉持共創價值、利潤分享之理念，將持續提升員工薪資福利，並依各別員工表現予以調高薪資，以提振員工士氣。",
"其他電子業","3285","微端","31931","46","694","711","-2.39%","628","656","-4.27%","0.70","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"電腦及週邊設備業","3287","廣寰科","11618","16","726","747","-2.81%","612","648","-5.56%","1.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"電子零組件業","3288","點晶","14575","16","911","1055","-13.65%","597","502","18.92%","-0.64","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"其他電子業","3289","宜特","1363378","1222","1116","1084","2.95%","969","944","2.65%","4.81","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"電子零組件業","3290","東浦","60059","85","707","652","8.44%","575","552","4.17%","2.02","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"文化創意業","3293","鈊象","4465865","1152","3877","3561","8.87%","2593","2585","0.31%","38.51","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"電子零組件業","3294","英濟","281552","293","961","796","20.73%","786","645","21.86%","-0.49","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"光電業","3297","杭特","89021","138","645","620","4.03%","536","523","2.49%","0.47","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"其他電子業","3303","岱稜","388990","450","864","845","2.25%","809","782","3.45%","4.57","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"通信網路業","3306","鼎天","161844","122","1327","1244","6.67%","1044","953","9.55%","1.95","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"電子零組件業","3310","佳穎","58638","83","706","668","5.69%","612","601","1.83%","3.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","Y","N","主要係114年銷貨收入來源有電子部門及營建部門,非屬單純電子零組件業,114年度認列營建收入之金額為1,051,713仟元,致使114年度之EPS高於同業。","透過提升電子部門營運效能,增加公司電子部門獲利,進而提升EPS,用以增加公司經營績效與員工薪酬。",
