產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"電腦及週邊設備業","8050","廣積","511034","712","718","772","-6.99%","554","597","-7.20%","1.44","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"半導體業","8054","安國","99375","61","1629","1196","36.20%","1246","982","26.88%","-3.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"通信網路業","8059","凱碩","88209","79","1117","1040","7.40%","975","944","3.28%","-2.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"光電業","8064","東捷","390440","415","941","903","4.21%","872","825","5.70%","1.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"居家生活","8066","來思達","7558","11","687","694","-1.01%","696","714","-2.52%","-3.49","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"電子通路業","8067","志旭","11374","20","569","567","0.35%","503","465","8.17%","-0.59","            700","不適用","-","            498","不適用","-","            641","不適用","-","            477","不適用","-","842","0.99","N","N","N","","",
"電子通路業","8068","全達","24762","29","854","763","11.93%","741","623","18.94%","1.23","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","N","","",
"光電業","8069","元太","1985469","1310","1516","1442","5.13%","1327","1270","4.49%","9.14","          1,551","不適用","-","          1,422","不適用","-","          1,343","不適用","-","          1,314","不適用","-","882","2.40","N","N","N","","",
"電子零組件業","8071","能率網通","12024","18","668","639","4.54%","579","588","-1.53%","-1.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","8074","鉅橡","158765","241","659","620","6.29%","576","547","5.30%","1.35","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電腦及週邊設備業","8076","伍豐","178216","199","896","927","-3.34%","769","748","2.81%","0.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"觀光餐旅","8077","洛碁","130177","219","594","558","6.45%","559","538","3.90%","6.04","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","Y","N","公司今年營業額進步，員工平均薪資亦從113年度55萬8提升至59萬4，增加了6.45%
薪資中位數也從53萬8提升至55萬9，增加了3.9%，公司有獲利時與員工共享。","住房率及房價如能再提升，薪資部分亦能同步提升。",
"建材營造","8080","泰霖","2993","4","748","510","46.67%","675","591","14.21%","0.12","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"電機機械","8083","瑞穎","151635","149","1018","952","6.93%","925","894","3.47%","9.80","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電子通路業","8084","巨虹","16190","26","623","801","-22.22%","530","631","-16.01%","-1.82","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","N","","",
"其他電子業","8085","福華","111270","207","538","496","8.47%","456","412","10.68%","-1.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"半導體業","8086","宏捷科","590909","782","756","698","8.31%","687","656","4.73%","3.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"綠能環保","8087","麗升能源","6706","8","838","962","-12.89%","680","872","-22.02%","-1.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","776","3.07","N","N","N","","",
"半導體業","8088","品安","168235","294","572","509","12.38%","492","450","9.33%","1.70","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"通信網路業","8089","康全電訊","129302","121","1069","1381","-22.59%","1026","1255","-18.25%","-3.09","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"半導體業","8091","翔名","311503","380","820","793","3.40%","734","713","2.95%","5.89","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","半導體產業包含IC設計、晶圓製造及封裝測試，員工薪資結構差異較大，且本公司114年度員工薪資平均數較113年度增加。","本公司已於114年股東常會修訂章程，於章程訂明員工酬勞不低於20%為基層員工分配酬勞，落實企業社會責任。",
"其他電子業","8092","建暐","89609","163","550","533","3.19%","489","477","2.52%","0.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"電子零組件業","8093","保銳","23566","29","813","768","5.86%","703","701","0.29%","-1.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子通路業","8096","擎亞","46472","37","1256","1126","11.55%","1154","1024","12.70%","0.89","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","N","","",
"通信網路業","8097","常珵","39685","50","794","854","-7.03%","793","739","7.31%","-1.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"資訊服務業","8099","大世科","447444","470","952","874","8.92%","789","712","10.81%","2.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"半導體業","8102","傑霖科技","31268","30","1042","0","0.00%","972","0","0.00%","2.25","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電機機械","8107","大億金茂","59862","90","665","680","-2.21%","521","491","6.11%","-0.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電子零組件業","8109","博大","223013","277","805","738","9.08%","731","670","9.10%","6.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"光電業","8111","立碁","146232","192","762","718","6.13%","690","628","9.87%","0.38","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"電子零組件業","8121","越峰","149177","169","883","938","-5.86%","793","861","-7.90%","-0.31","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","8147","正淩","105924","120","883","801","10.24%","803","726","10.61%","3.08","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","8155","博智","744793","939","793","733","8.19%","702","665","5.56%","6.88","            809","不適用","-","            771","不適用","-","            696","不適用","-","            715","不適用","-","797","2.47","N","Y","N","本公司屬勞力密集產業，僅在台灣生產；直接人力佔總人力74%，其中外籍移工又佔總人力25%，致使整體平均薪資較低。
114年公司持續致力員工薪酬福利等措施調整，平均薪資較113年顯著成長。","公司依營運績效與外部就業巿場薪資行情，進行薪資調整；另提高員工酬勞分配比例及提撥基層員工酬勞，共享公司營運
獲利成果，以提升整體薪酬福利競爭力。",
"綠能環保","8171","天宇","49097","86","571","564","1.24%","522","501","4.19%","-5.17","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","776","3.07","N","N","N","","",
"通信網路業","8176","智捷","36542","42","870","859","1.28%","851","805","5.71%","0.40","            945","不適用","-","            767","不適用","-","            910","不適用","-","            800","不適用","-","882","2.29","N","N","N","","",
"電子零組件業","8182","加高","176177","287","614","604","1.66%","539","512","5.27%","0.44","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"其他電子業","8183","精星","118291","180","657","667","-1.50%","589","565","4.25%","2.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"半導體業","8227","巨有科技","77093","64","1205","1218","-1.07%","1092","1110","-1.62%","2.06","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","Y","主係人員異動所致，替補之新進員工薪資水準低於離職之資深員工，導致薪資中位數下降，惟相較去年，下降幅度僅1萬3千元。","公司除按照章程提列員工酬勞外，亦每年衡量公司經營績效進行薪資調整，今年(115)已完成年度調薪作業，平均調薪幅度約為3%。",
"電腦及週邊設備業","8234","新漢","591229","818","723","763","-5.24%","617","657","-6.09%","0.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"光電業","8240","華宏","404175","534","757","772","-1.94%","688","686","0.29%","2.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"電機機械","8255","朋程","742804","791","939","901","4.22%","792","740","7.03%","6.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"資訊服務業","8272","全景軟體","210600","172","1224","1217","0.58%","1116","1094","2.01%","4.66","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"半導體業","8277","商丞","36937","51","724","720","0.56%","570","552","3.26%","-0.37","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"生技醫療業","8279","生展","344844","504","684","661","3.48%","618","608","1.64%","10.02","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","Y","N","2025年度本公司員工人數較前一年度增加3%，平均薪資及薪資中位數分別成長3%及2%，顯示經營成果適度反映於員工薪酬。另員工平均年資由5.71年提升至6.07年，顯示人才留任穩定，員工對公司具一定認同度。","持續參考大環境因素，適度調整基層人員薪資，並預訂於115年度06月調薪3%。",
"資訊服務業","8284","三竹","316288","338","936","906","3.31%","858","816","5.15%","4.74","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","Y","N","本年度薪資平均數：936仟元，優於113年(906仟元)，但由於114年招聘多位年資較淺之新人，因此平均數被拉低了。","因114年新增多位年資較淺員工，影響薪資平均數表現，屬正常人力結構調整。公司薪資政策具市場競爭力，無須另行改善。",
